
Symbol table '.symtab' contains 200 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
   124: 0000000000000000     0 SECTION LOCAL  DEFAULT    15 .rodata
   125: 0000000000000000     0 SECTION LOCAL  DEFAULT    17 .data
   126: 0000000000000000     0 SECTION LOCAL  DEFAULT    19 .bss
   127: 0000000000000000     0 SECTION LOCAL  DEFAULT    20 .init.data
   128: 0000000000000000     0 SECTION LOCAL  DEFAULT    22 .exit.data
   129: 0000000000000000     0 SECTION LOCAL  DEFAULT    24 .modinfo
   130: 0000000000000000     0 SECTION LOCAL  DEFAULT    27 .llvm_addrsig
   131: 0000000000000000    24 OBJECT  LOCAL  DEFAULT    28 _note_9
   132: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    28 $d.1
   133: 0000000000000018    24 OBJECT  LOCAL  DEFAULT    28 _note_10
   134: 0000000000000046    85 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_vermagic333
   135: 0000000000000046     0 NOTYPE  LOCAL  DEFAULT    24 $d.2
   136: 000000000000009b    17 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_name334
   137: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    29 $d.3
   138: 0000000000000000  2304 OBJECT  LOCAL  DEFAULT    31 ____versions
   139: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    31 $d.4
   140: 00000000000000ac    20 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_depends335
   141: 00000000000000c0    26 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_alias336
   142: 00000000000000da    28 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_alias337
   143: 00000000000000f6    19 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_alias338
   144: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    25 $d.8
   145: 0000000000000000     0 SECTION LOCAL  DEFAULT    28 .note.Linux
   146: 0000000000000000     0 SECTION LOCAL  DEFAULT    29 .gnu.linkonce.this_module
   147: 0000000000000000     0 SECTION LOCAL  DEFAULT    31 __versions
   148: 0000000000000000     0 SECTION LOCAL  DEFAULT    16 .rodata.str1.1
   149: 0000000000000000     0 SECTION LOCAL  DEFAULT    25 .comment
