
Symbol table '.symtab' contains 196 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
   116: 000000000000002c    43 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_author459
   117: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    22 $d.61
   118: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    23 $d.62
   119: 0000000000000040   192 OBJECT  LOCAL  DEFAULT    15 sc8571_pm
   120: 00000000000003fa     0 NOTYPE  LOCAL  DEFAULT    25 $d.63
   121: 00000000000004b4    12 OBJECT  LOCAL  DEFAULT    23 sc8571_mode_data
   122: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    26 $d.69
   123: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT     8 $d.70
   124: 0000000000000000     0 SECTION LOCAL  DEFAULT     8 .init.eh_frame
   125: 0000000000000000     0 SECTION LOCAL  DEFAULT     9 .text
   126: 0000000000000000     0 SECTION LOCAL  DEFAULT    11 .init.text
   127: 0000000000000000     0 SECTION LOCAL  DEFAULT    13 .exit.text
   128: 0000000000000000     0 SECTION LOCAL  DEFAULT    15 .rodata
   129: 0000000000000000     0 SECTION LOCAL  DEFAULT    17 .init.data
   130: 0000000000000000     0 SECTION LOCAL  DEFAULT    19 .exit.data
   131: 0000000000000000     0 SECTION LOCAL  DEFAULT    21 .modinfo
   132: 0000000000000000     0 SECTION LOCAL  DEFAULT    22 .bss
   133: 0000000000000000     0 SECTION LOCAL  DEFAULT    23 .data
   134: 0000000000000000     0 SECTION LOCAL  DEFAULT    28 .llvm_addrsig
   135: 0000000000000000    24 OBJECT  LOCAL  DEFAULT    29 _note_9
   136: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    29 $d.1
   137: 0000000000000018    24 OBJECT  LOCAL  DEFAULT    29 _note_10
   138: 0000000000000057    87 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_vermagic333
   139: 0000000000000057     0 NOTYPE  LOCAL  DEFAULT    21 $d.2
   140: 00000000000000ae    20 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_name334
   141: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    30 $d.3
   142: 0000000000000000  2688 OBJECT  LOCAL  DEFAULT    32 ____versions
   143: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    32 $d.4
   144: 00000000000000c2    22 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_depends335
   145: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    26 $d.8
   146: 0000000000000000     0 SECTION LOCAL  DEFAULT    29 .note.Linux
