symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers
alloc_workqueue,0x49cd25ed,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_hangdet;apusys;aw883xx_driver;blocktag;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;ccci_ccif;ccci_md_all;ccmni;cfg80211;cmdq_sec_drv;cpuqos_v3;drm_display_helper;dw9781c;extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gpueb;gzvm;hci_uart;hynitron;l2tp_core;load_track;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6369_accdet;mt6375_charger;mtk_aie;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_swpm;mtk_swpm_dbg_v6878;mtk_u_ether;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;phy_mtk_xsphy;pmic_lbat_service;regulator_vibrator;scp;sensorhub;snd_soc_tfa98xx;sspm_v3;st21nfc;tcpc_class;tipc;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_mod;usb_boost;vcp,70,71,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
alt_cb_patch_nops,0x1348649e,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;arm_dsu_pmu;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;btbcm;btqca;btsdio;c2ps_perf_ioctl;cache_parity;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_dev;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ether;cdc_ncm;cfg80211;clk_common;cmdq_sec_drv;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;custom_ldo_wl2868;device_apc_common;drm_display_helper;drm_dma_helper;dw9781c;emi;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hf_manager;hidp;i2c_mt65xx;ieee802154;ieee802154_6lowpan;ieee802154_socket;imgsensor;iommu_debug;l2tp_core;l2tp_ppp;log_store;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6369_accdet;mt6375;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dvfsrc_start;mtk_fpsgo;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_plat_v1;mtk_mbraink;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;mtk_pwm;mtk_rpmsg_mbox;mtk_scp_audiocommon;mtk_sec_heap;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_ssc;mtk_swpm;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;mtk_wdt;mtu3;mux_switch;nfc;pda_drv_mt6878;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;ppp_generic;pppox;pptp;r8152;rfcomm;rfkill;rpmb_mtk;rtc_mt6685;rtl8150;sapu;scheduler;scp;sec;sensorhub;slcan;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_tiny_co5300_lcd;sspm_v3;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;tcpc_mt6375;teeperf;thermal_interface;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_logger;usb_offload;usbnet;usbserial;vcan;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture;zram;zsmalloc,231,232,0,1,1,0,0,0,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
cancel_delayed_work_sync,0xf8beca97,KERNEL_OR_BUILTIN,,0,apu_top;apusys;aw883xx_driver;bluetooth;bt_drv_6878;can_dev;cdc_acm;cfg80211;focaltech_touch_spi_ft3680;mac80211;mali_kbase_mt6878_r44;met;mmqos_common;mt6375_charger;mtk_pbm;r8152;rfkill;snd_soc_tfa98xx;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,27,28,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
cancel_work_sync,0xd969d6f4,KERNEL_OR_BUILTIN,,0,apusys;bluetooth;btsdio;cfg80211;focaltech_touch_spi_ft3680;hci_uart;hidp;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mtk_cg_peak_power_throttling;nfc;regulator_vibrator;rfkill;tipc;usb_meta;usbnet;usbserial;wlan_drv_gen4m_6878,19,20,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
class_create_file_ns,0x7f96615d,KERNEL_OR_BUILTIN,,0,aw883xx_driver;camera_eeprom_v4l2;extcon_mtk_usb;flashlight;panel_ky_vtdr6115_dphy_cmd;sc8571_charger;sh366003_fg;tcpc_class;yft_devinfo,9,9,0,0,0,0,0,0,0,0,aw883xx_driver
class_remove_file_ns,0xe11eda7f,KERNEL_OR_BUILTIN,,0,aw883xx_driver;flashlight;yft_devinfo,3,3,0,0,0,0,0,0,0,0,aw883xx_driver
class_unregister,0x69bef55d,KERNEL_OR_BUILTIN,,0,aw883xx_driver;cfg80211;ieee802154;mtk_mbraink;nfc;rfkill;rpmb;zram,8,8,0,1,0,0,1,1,1,1,aw883xx_driver
cpu_hwcaps,0x79e4c52b,KERNEL_OR_BUILTIN,,0,8021q;adsp;aee_aed;aee_rs;apu_top;apusys;atf_logger;audio_ipi;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;c2ps_perf_ioctl;camera_dpe_isp7sp;camera_eeprom_v4l2;can_dev;can_raw;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;clk_common;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpuqos_v3;custom_ldo_wl2868;device_apc_common;dw9781c;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_log_mod;gz_main_mod;gzvm;hbt;hf_manager;hidp;ieee802154_socket;imgsensor;l2tp_ppp;log_store;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mt6878_mt6369;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_core_ctl;mtk_dpc;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_lpm;mtk_mbraink;mtk_mdpm;mtk_mmc_dbg;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;mtk_scp_audiocommon;mtk_soc_offload_common;mtk_swpm;mtk_vcodec_dec_v1;mtk_vcu;mtk_vow;mtu3;mux_switch;nfc;pda_drv_mt6878;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;ppp_generic;pppox;pptp;rfcomm;rfkill;rpmb_mtk;rtc_mt6685;sapu;scheduler;scp;sec;slcan;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_tiny_co5300_lcd;sspm_v3;st21nfc;sub_vcm;teeperf;thermal_interface;tipc;tkcore;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;usb_logger;usb_offload;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture,145,146,0,1,1,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
delayed_work_timer_fn,0x253af43d,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;can_dev;ccci_md_all;ccmni;cdc_acm;cfg80211;cpuqos_v3;extcon_mtk_usb;focaltech_touch_spi_ft3680;hci_uart;load_track;mac80211;mali_kbase_mt6878_r44;mdp_drv_mt6878;met;mmqos_common;mrdump;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_gpu_qos;mtk_jpeg;mtk_mmc;mtk_pbm;mtk_perf_common;pd_dbg_info;pmic_lbat_service;r8152;rfkill;sensorhub;sh366003_fg;snd_soc_tfa98xx;spi_tiny_co5300_lcd;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;ufs_mediatek_mod;usb_meta;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,53,54,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
destroy_workqueue,0x8c03d20c,KERNEL_OR_BUILTIN,,0,apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;cfg80211;cpuqos_v3;drm_display_helper;dw9781c;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gzvm;hci_uart;l2tp_core;load_track;mac80211;mac802154;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6369_accdet;mt6375_charger;mtk_aie;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mml;mtk_swpm;mtk_u_ether;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;scp;sensorhub;snd_soc_tfa98xx;st21nfc;tipc;vcp,44,45,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
dev_set_name,0x0784f05c,KERNEL_OR_BUILTIN,,0,adapter_class;aw883xx_driver;bluetooth;cfg80211;charger_class;ffa_v10;ieee802154;mtk_charger_algorithm_class;nfc;rfkill;rpmb;snd_soc_tfa98xx;tcpc_class;usbserial;wwan,15,16,0,1,0,0,1,1,1,1,aw883xx_driver
device_create_file,0xe25f59ab,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;c2k_usb;cdc_acm;extcon_mtk_usb;flashlight;gpueb;gz_main_mod;gz_trusty_mod;imgsensor;leds_ln2403;leds_mtk;mcupm;mediatek_drm;met;mt6375_battery;mt6375_charger;mtk_bp_thl;mtk_cam_isp7sp;mtk_charger_framework;mtk_low_battery_throttling;mtk_mbraink;mtk_pep50;mtk_pwm;mtk_scp_audiocommon;mtk_vow;pmic_lbat_service;rfcomm;sc851x_charger;sc8571_charger;spi_mt65xx;sspm_v3;tinysys_scmi;tkcore;usb_boost;usb_meta;yft_devinfo;yft_tiny2c_usb,39,39,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
devm_free_irq,0xaa6e7490,KERNEL_OR_BUILTIN,,0,aw883xx_driver;hci_uart;mtk_ccuv;mtk_iommu;st21nfc,5,5,0,1,0,0,1,1,1,1,aw883xx_driver
devm_gpio_request_one,0xc4a21586,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;aw883xx_driver;yft_gpio_keys,5,5,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver
devm_kfree,0x8177f433,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;apusys;aw883xx_driver;bt_drv_6878;emi_mpu;gz_ipc_mod;gz_trusty_mod;mali_prot_alloc_mt6878_r44;mediatek_drm;mmqos_common;mt6369_accdet;mtk_cam_isp7sp;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_ipesys_me;mtk_mml;mtk_vcu;nfc;reboot_mode;sapu;sc851x_charger;sc8571_charger;smpu;tcpc_class;thermal_interface;tkcore;tkcore_drv;ufs_mediatek_mod,30,30,0,1,0,0,1,1,1,1,aw883xx_driver
devm_kmalloc,0xd50f026e,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;apu_top;apusys;arm_dsu_pmu;asix;aw36515;aw36518;aw36518_v2;aw883xx_driver;backlight_cooling;board_temp;bt_drv_6878;btbcm;btsdio;bus_parity;cache_parity;camera_af_media;camera_eeprom_v4l2;ccci_dpmaif;charger_cooling;cmdq_sec_drv;cmdq_test;cqhci;dbg_error_flag;dbgtop_drm;drm_display_helper;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;gz_ipc_mod;gz_trusty_mod;hci_uart;i2c_mt65xx;imgsensor;iommu_debug;leds_mtk_disp;leds_rgb_aw2013;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_prot_alloc_mt6878_r44;md_cooling_all;mediatek_cpufreq_hw;mediatek_drm;mmqos_common;mt6315_regulator;mt6338_core;mt6369_accdet;mt6375;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_aie;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_composite;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_emi;mtk_gpu_power_throttling;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_mbox_mailbox;mtk_mmc;mtk_mmdvfs;mtk_mml;mtk_panel_ext;mtk_pd_adapter;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_qos;mtk_scpsys;mtk_sec_heap;mtk_smi;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_wdt;mtu3;nvmem_mt635x_efuse;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;phy_mtk_ufs;phy_mtk_xsphy;pinctrl_mtk_v2;pmic_lvsys_notify;pmic_temp;pwm_mtk_disp;reboot_mode;regulator_vibrator;reset_ti_syscon;rt4831a_drv;rt5133_regulator;rt6160_regulator;rt_pd_manager;rtc_mt6685;sapu;sc851x_charger;sc8571_charger;sec_rng;sh366003_fg;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spmi_mtk_mpu;spmi_mtk_pmif;st21nfc;sub_vcm;syscon_reboot_mode;system_heap;tcpc_class;tcpc_mt6375;thermal_generic_adc;thermal_interface;tinysys_scmi;tkcore;tkcore_drv;ufs_mediatek_mod;usb_offload;vcp;vtskin_temp;wifi_cooling;xhci_mtk_hcd_v2;yft_gpio_keys,160,160,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver
devm_request_threaded_irq,0x0570ef04,KERNEL_OR_BUILTIN,,0,apusys;arm_dsu_pmu;aw883xx_driver;bus_parity;cache_parity;conninfra;dbg_error_flag;device_apc_common;extcon_mtk_usb;hci_uart;i2c_mt65xx;mediatek_drm;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_battery;mt6375_charger;mtk_battery_oc_throttling;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_dpc;mtk_dvfsrc;mtk_iommu;mtk_jpeg;mtk_mmc;mtk_mminfra_debug;mtk_mml;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_pwm;mtk_spmi_pmic;mtk_vcodec_common;mtk_wdt;mtu3;pmic_lbat_service;pmic_lvsys_notify;rt5133_regulator;rtc_mt6685;sc851x_charger;sc8571_charger;snd_soc_audiodsp_common;snd_soc_mt6878_afe;soc_temp_lvts;spi_mt65xx;spmi_mtk_pmif;st21nfc;tcpc_mt6375;ufs_mediatek_mod,52,52,0,1,0,0,1,1,1,1,aw883xx_driver
disable_irq_nosync,0x27bbf221,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;bus_parity;cache_parity;ccci_ccif;ccci_md_all;clk_common;connadp;conninfra;dbg_error_flag;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_irq_mod;hynitron;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_auxadc;mt6375_battery;mtk_battery_oc_throttling;mtk_ccuv;mtk_mmc;rtc_mt6685;scp;st21nfc;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,29,29,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
driver_unregister,0x1be461e1,KERNEL_OR_BUILTIN,,0,ffa_v10;focaltech_touch_spi_ft3680;hci_uart;microarray_fp_tee;mt6685_core;mtk_spmi_pmic;spi_tiny_co5300_lcd;usbserial,8,8,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
enable_irq,0xfcec0987,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;bus_parity;ccci_ccif;ccci_dpmaif;ccci_md_all;connadp;conninfra;dbg_error_flag;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_irq_mod;hynitron;mediatek_drm;microarray_fp_tee;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_auxadc;mt6375_battery;mtk_battery_oc_throttling;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_mmc;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;sc851x_charger;sc8571_charger;scp;spi_tiny_co5300_lcd;st21nfc;ufs_mediatek_mod;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,39,39,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
finish_wait,0x92540fbf,KERNEL_OR_BUILTIN,,0,adsp;apusys;atf_logger;audio_ipi;bluetooth;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;hf_manager;hidp;ieee802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;rfkill;scp;slcan;snd_soc_audiodsp_common;system_heap;tcpc_class;tcpc_mt6375;tkcore;tkcore_drv;touch_boost;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,72,73,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
fortify_panic,0xcbd4898c,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;adsp;aee_aed;apu_top;apusys;aw36515;aw883xx_driver;bluetooth;bt_drv_6878;btqca;can_bcm;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;charger_cooling;connadp;connfem;conninfra;connscp;cpufreq_sugov_ext;cqhci;device_apc_common;drm_display_helper;emi_mpu;extdev_io_class;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gps_drv_dl_v051;gz_tz_system;gz_virtio_mod;hf_manager;hidp;hynitron;ieee802154;imgsensor;leds_mtk;mac80211;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmprofile;monitor_hang;mrdump;mt6369_accdet;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_charger_framework;mtk_core_ctl;mtk_dpc;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbraink;mtk_mml;mtk_peak_power_budget;mtk_u_ether;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;powerhal_cpu_ctrl;r8152;sc851x_charger;sc8571_charger;scheduler;scp;sec_rng;sensorhub;slcan;slhc;smpu;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_mt65xx;task_turbo;tcpc_class;thermal_interface;tipc;tkcore;uarthub_drv;ufs_mediatek_mod;uload_ind;usb_meta;usbnet;wifi_cooling;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;yft_tpd_gesture;zram,107,108,0,1,0,0,0,0,1,1,aw36515;aw883xx_driver;focaltech_touch_spi_ft3680
free_irq,0xc1514a3b,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;camera_dpe_isp7sp;conninfra;emi_mpu;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_irq_mod;hynitron;mali_kbase_mt6878_r44;microarray_fp_tee;mt6375_auxadc;mt6375_battery;mtk_mbox_mailbox;mtk_uart_apdma;scp;smpu;spi_tiny_co5300_lcd;tkcore;uarthub_drv;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,24,24,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
gic_nonsecure_priorities,0x4b0a3f52,KERNEL_OR_BUILTIN,,0,8021q;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;atf_logger;audio_ipi;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;c2ps_perf_ioctl;camera_dpe_isp7sp;camera_eeprom_v4l2;can_dev;can_raw;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;clk_common;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpuqos_v3;custom_ldo_wl2868;device_apc_common;dw9781c;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gzvm;hbt;hf_manager;hidp;ieee802154_socket;imgsensor;l2tp_ppp;log_store;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;met;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mt6878_mt6369;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_core_ctl;mtk_dpc;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_lpm;mtk_mbraink;mtk_mdpm;mtk_mmc_dbg;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;mtk_scp_audiocommon;mtk_soc_offload_common;mtk_swpm;mtk_vcodec_dec_v1;mtk_vcu;mtk_vmm_spm;mtk_vow;mtu3;mux_switch;nfc;pda_drv_mt6878;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;ppp_generic;pppox;pptp;rfcomm;rfkill;rpmb_mtk;rtc_mt6685;sapu;scheduler;scp;sec;sensorhub;slcan;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_tiny_co5300_lcd;sspm_v3;st21nfc;sub_vcm;teeperf;thermal_interface;tipc;tkcore;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;usb_logger;usb_offload;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture,151,152,0,1,1,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
gpio_free,0xfe990052,KERNEL_OR_BUILTIN,,0,fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hynitron;spi_tiny_co5300_lcd,4,4,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
gpio_request,0x47229b5c,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hynitron;leds_ln2403;leds_rgb_aw2013;mt6369_accdet;snd_soc_tfa98xx;spi_tiny_co5300_lcd;yft_devinfo;yft_tiny2c_usb,11,11,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
