symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers,nothing_name_status,crc_status
iio_channel_release,0x2be9dcd5,KERNEL_OR_BUILTIN,,0,ccci_auxadc;spi_tiny_co5300_lcd,2,2,0,1,0,0,1,1,1,1,spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
iio_read_channel_processed,0xcfc18bfc,KERNEL_OR_BUILTIN,,0,ccci_auxadc;connfem;mt6369_accdet;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_dynamic_loading_throttling;pmic_temp;spi_tiny_co5300_lcd;tcpc_mt6375;thermal_generic_adc,11,11,0,1,0,0,1,1,1,1,spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
init_timer_key,0x79cf5987,KERNEL_OR_BUILTIN,,0,adsp;aee_hangdet;apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;can;can_dev;ccci_ccif;ccci_dpmaif;ccci_md_all;ccmni;cdc_acm;cfg80211;cmdq_sec_drv;cmdq_test;conninfra;extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hci_uart;hidp;imgsensor;load_track;mac80211;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_charger;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_iommu;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_pbm;mtk_swpm_dbg_v6878;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;pmic_lbat_service;r8152;rfcomm;rfkill;scp;sensorhub;sh366003_fg;snd_soc_tfa98xx;spi_tiny_co5300_lcd;spmi_mtk_mpu;sspm_v3;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;ufs_mediatek_mod;usb_meta;usbnet;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,81,82,0,1,0,0,1,1,1,1,sh366003_fg;spi_tiny_co5300_lcd;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
init_wait_entry,0xfe487975,KERNEL_OR_BUILTIN,,0,adsp;apusys;atf_logger;audio_ipi;bluetooth;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;hf_manager;hidp;ieee802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;rfkill;scp;slcan;snd_soc_audiodsp_common;system_heap;tcpc_class;tcpc_mt6375;tkcore;touch_boost;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,71,72,0,1,0,0,1,1,1,1,fingerprint;microarray_fp_tee;tkcore;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
input_allocate_device,0x2c85b85e,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;snd_soc_tfa98xx,5,5,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
input_device_enabled,0x4e243813,KERNEL_OR_BUILTIN,,0,yft_gpio_keys,1,1,0,0,0,0,0,0,0,0,yft_gpio_keys,EXPORTED_BUT_UNLISTED,UNPROVEN
input_event,0x4d18d895,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;mtk_pmic_keys;snd_soc_tfa98xx;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
input_free_device,0x58fd3714,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron;microarray_fp_tee;snd_soc_tfa98xx,4,4,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
input_register_device,0x7ce217c7,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;mtk_pmic_keys;snd_soc_tfa98xx;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
input_set_abs_params,0xf28ecabf,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron,2,2,0,1,0,0,1,1,1,1,hynitron,PUBLISHED_KMI_NAME,UNPROVEN
input_set_capability,0xcbcf985f,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron;mtk_pmic_keys;yft_gpio_keys,4,4,0,1,0,0,1,1,1,1,hynitron;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
ioremap_prot,0x40863ba1,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apu_top;apusys;atf_logger;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;clk_chk_mt6878;clk_common;cmdq_sec_drv;cmdq_test;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;emi;emi_fake_eng;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gpueb;i2c_mt65xx;last_bus;log_store;mali_kbase_mt6878_r44;mcupm;mediatek_cpufreq_hw;mediatek_drm;met;mmqos_common;mrdump;mtk_aie;mtk_btcvsd;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_gpufreq_wrapper;mtk_imgsys_cmdq;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_mmdvfs_debug;mtk_mminfra_debug;mtk_mminfra_imax;mtk_perf_common;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vmm_notifier;scheduler;scp;sspm_v3;thermal_interface;tkcore;uarthub_drv;usb_offload;vcp;wlan_drv_gen4m_6878,63,63,0,1,0,0,0,0,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
iounmap,0xedc03953,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apu_top;apusys;bt_drv_6878;ccci_md_all;ccci_util_lib;conninfra;connscp;fmradio_drv_connac2x;gps_drv_dl_v051;i2c_mt65xx;last_bus;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;met;mtk_aie;mtk_btcvsd;mtk_cg_peak_power_throttling;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_mmc;mtk_mminfra_debug;mtk_smi;mtk_uart_apdma;tkcore;tkcore_drv;uarthub_drv;usb_offload;wlan_drv_gen4m_6878,34,34,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
irq_get_irq_data,0x29211c93,KERNEL_OR_BUILTIN,,0,apusys;cache_parity;hci_uart;mali_kbase_mt6878_r44;mt6369_accdet;mtk_lpm;pinctrl_mtk_v2;uarthub_drv;yft_gpio_keys,9,9,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
irq_of_parse_and_map,0xe416cf51,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;bus_parity;cache_parity;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_md_all;connadp;conninfra;dbg_error_flag;device_apc_common;emi_mpu;fingerprint;fmradio_drv_connac2x;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mtk_ccuv;mtk_lpm_plat_v1;mtk_pwm;pda_drv_mt6878;pinctrl_mtk_v2;scp;smpu;tkcore_drv;uarthub_drv;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,31,31,0,1,0,0,1,1,1,1,fingerprint;microarray_fp_tee;tkcore_drv;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
irq_set_irq_type,0x0bc477a2,KERNEL_OR_BUILTIN,,0,ccci_md_all;hynitron;mt6369_accdet;mtk_lpm;st21nfc;yft_gpio_keys,6,6,0,1,0,0,1,1,1,1,hynitron;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
irq_set_irq_wake,0xce2840e7,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;bt_drv_6878;ccci_ccif;ccci_dpmaif;ccci_md_all;clk_common;focaltech_touch_spi_ft3680;gpueb;hci_uart;hynitron;microarray_fp_tee;mt6375;mt6375_auxadc;mt6375_battery;mtk_lpm_plat_v1;mtk_mmc;mtk_pmic_keys;mtk_scp_audiocommon;mtk_spmi_pmic;mtk_uart_apdma;rtc_mt6685;sc851x_charger;sc8571_charger;scp;snd_soc_audiodsp_common;snd_soc_mt6878_afe;spmi_mtk_pmif;st21nfc;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,32,32,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee;sc851x_charger;sc8571_charger;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
kfree,0x037a0cba,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;btqca;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;connadp;connfem;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;device_apc_common;drm_display_helper;drm_dma_helper;emi;emi_fake_eng;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;l2tp_ppp;leds_mtk;load_track;log_store;mac80211;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_cm_mgr;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_md_power_throttling;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pinctrl_mtk_v2;pmic_lbat_service;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rtl8150;scheduler;scp;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;sspm_v3;st21nfc;system_heap;tcpc_class;thermal_interface;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;zram;zsmalloc,210,211,0,1,1,0,1,1,1,1,custom_ldo_wl2868;hynitron;microarray_fp_tee;tkcore;tkcore_drv;yft_devinfo,PUBLISHED_KMI_NAME,UNPROVEN
kimage_voffset,0xe4bbc1dd,KERNEL_OR_BUILTIN,,0,aee_hangdet;apusys;ccci_dpmaif;ccci_util_lib;cmdq_sec_drv;emi_fake_eng;ffa_v10;gz_log_mod;gz_main_mod;gz_virtio_mod;gzvm;log_store;mali_kbase_mt6878_r44;mediatek_drm;microarray_fp_tee;mmqos_common;mrdump;mtk_hcp;mtk_heap_debug;mtk_iommu;mtk_vcu;snd_soc_mtk_common;tkcore_drv,23,23,0,1,0,0,1,1,1,1,microarray_fp_tee;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
kmalloc_caches,0x0f15b38a,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;cmdq_test;connadp;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;drm_display_helper;drm_dma_helper;emi;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hynitron;ieee802154;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;leds_ln2403;leds_mtk;load_track;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_algorithm_class;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pmic_lbat_service;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rtl8150;scheduler;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mtk_common;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tcpc_class;tipc;tkcore;tmem_ffa;touch_boost;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;zram;zsmalloc,183,184,0,1,1,0,1,1,1,1,custom_ldo_wl2868;hynitron;leds_ln2403;microarray_fp_tee;spi_tiny_co5300_lcd;tkcore;yft_devinfo;yft_tiny2c_usb,PUBLISHED_KMI_NAME,UNPROVEN
kmalloc_large,0x9ed12e20,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;blocktag;bt_drv_6878;camera_dpe_isp7sp;can;ccci_ccif;emi_fake_eng;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gz_log_mod;gz_main_mod;hidp;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mediatek_drm_panel_drv;microarray_fp_tee;monitor_hang;mrdump;mtk_aie;mtk_ccuv;mtk_fpsgo;mtk_heap_debug;mtk_mmc_dbg;mtk_smi_dbg;mtk_vcu;pidmap;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;tipc;ufs_mediatek_dbg;wlan_drv_gen4m_6878,36,36,0,1,0,0,0,0,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
kmalloc_trace,0xb78e7543,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;cmdq_test;connadp;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;drm_display_helper;drm_dma_helper;emi;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hynitron;ieee802154;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;leds_ln2403;leds_mtk;load_track;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_algorithm_class;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pmic_lbat_service;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rtl8150;scheduler;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mtk_common;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tcpc_class;tipc;tkcore;tmem_ffa;touch_boost;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;zram;zsmalloc,183,184,0,1,1,0,0,0,1,1,custom_ldo_wl2868;hynitron;leds_ln2403;microarray_fp_tee;spi_tiny_co5300_lcd;tkcore;yft_devinfo;yft_tiny2c_usb,PUBLISHED_KMI_NAME,UNPROVEN
kobject_create_and_add,0x99e24762,KERNEL_OR_BUILTIN,,0,apusys;connadp;cpuqos_v3;ged;hynitron;mali_kbase_mt6878_r44;met;mtk_c2ps;mtk_cm_mgr;mtk_core_ctl;mtk_dcm;mtk_fpsgo;mtk_perf_common;mtk_ssc;scheduler,15,15,0,1,0,0,1,1,1,1,hynitron,PUBLISHED_KMI_NAME,UNPROVEN
krealloc,0xc8dcc62a,KERNEL_OR_BUILTIN,,0,camera_dpe_isp7sp;cdc_acm;gz_main_mod;leds_mtk;mtk_icc_core;tkcore_drv,6,6,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
kstrtoull,0x5c3c7387,KERNEL_OR_BUILTIN,,0,aee_aed;bt_drv_6878;cdc_ncm;clk_common;emi;extdev_io_class;leds_mtk;log_store;mali_kbase_mt6878_r44;mddp;mmprofile;mt6375_battery;mt6375_charger;mtk_cam_isp7sp;mtk_charger_framework;mtk_mmc_dbg;mtk_printk_ctrl;mtk_vmm_isp71_regulator;rfkill;snd_soc_mtk_common;spi_tiny_co5300_lcd;tcpc_class;thermal_trace;ufs_mediatek_dbg;ufs_mediatek_mod;usb_boost;wlan_drv_gen4m_6878;zram,28,28,0,1,0,0,1,1,1,1,spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
kthread_bind,0x3de7e7ce,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;gz_trusty_mod;mtk_lpm_dbg_common_v2;tkcore_drv,5,5,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
kthread_create_on_node,0xb0f4ab9f,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;audio_ipi;bt_drv_6878;ccci_dpmaif;ccci_md_all;cmdq_sec_drv;conninfra;connscp;cpufreq_sugov_ext;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;hidp;imgsensor;mali_kbase_mt6878_r44;mddp;mediatek_drm;met;mmqos_common;monitor_hang;mt6369_accdet;mt6375_battery;mtk_bp_thl;mtk_c2ps;mtk_cam_isp7sp;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mmdvfs_v3_start;mtk_mml;mtk_pep50;mtk_smi;mtk_soc_offload_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;rfcomm;scheduler;sensorhub;snd_soc_mt6369;system_heap;tcpc_class;tkcore;tkcore_drv;touch_boost;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2,62,62,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
kthread_should_stop,0xb3f7646e,KERNEL_OR_BUILTIN,,0,aee_hangdet;audio_ipi;bt_drv_6878;ccci_dpmaif;ccci_md_all;conninfra;connscp;ged;gps_drv_dl_v051;gz_trusty_mod;gz_virtio_mod;mali_kbase_mt6878_r44;mddp;mediatek_drm;met;mmqos_common;mtk_bp_thl;mtk_c2ps;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mmdvfs_debug;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;rfcomm;scheduler;sensorhub;system_heap;tcpc_class;tkcore;tkcore_drv;touch_boost,40,40,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
kthread_stop,0x4fa9ae5c,KERNEL_OR_BUILTIN,,0,aee_hangdet;bt_drv_6878;ccci_dpmaif;conninfra;connscp;cpufreq_sugov_ext;ged;gps_drv_dl_v051;gz_trusty_mod;gz_virtio_mod;mali_kbase_mt6878_r44;mddp;mediatek_drm;met;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_chg_type_det;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mmdvfs_debug;mtk_mml;mtk_pep50;rfcomm;sensorhub;tcpc_class;tkcore;tkcore_drv,30,30,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
