symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,required_stock_crc,exact_gki_crc,exact_gki_crc_status
trace_event_printf,0xbfb5f86f,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;blocktag;bt_drv_6878;cfg80211;cpufreq_sugov_ext;cpuqos_v3;ged;ieee802154;imgsensor;l2tp_core;lpm_gov_MHSP;mac80211;mac802154;mali_kbase_mt6878_r44;mediatek_drm;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dvfsrc;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_wrapper;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_mbox;mtk_mmdvfs_ftrace;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vmm_isp71_regulator;mtu3;powerhal_cpu_ctrl;scheduler;snd_soc_audiodsp_common;task_turbo;thermal_trace;timer_mediatek;tipc;touch_boost;trace_mmstat;ufs_mediatek_mod;uload_ind;usb_logger;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,0xbfb5f86f,0xbfb5f86f,MATCH
trace_event_raw_init,0xa7d84344,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;blocktag;bt_drv_6878;cfg80211;cpufreq_sugov_ext;cpuqos_v3;ged;ieee802154;imgsensor;l2tp_core;lpm_gov_MHSP;mac80211;mac802154;mali_kbase_mt6878_r44;mediatek_drm;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dvfsrc;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_wrapper;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_mbox;mtk_mmdvfs_ftrace;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vmm_isp71_regulator;mtu3;powerhal_cpu_ctrl;scheduler;snd_soc_audiodsp_common;task_turbo;thermal_trace;timer_mediatek;tipc;touch_boost;trace_mmstat;ufs_mediatek_mod;uload_ind;usb_logger;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,0xa7d84344,0xa7d84344,MATCH
trace_event_reg,0x062e5727,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;blocktag;bt_drv_6878;cfg80211;cpufreq_sugov_ext;cpuqos_v3;ged;ieee802154;imgsensor;l2tp_core;lpm_gov_MHSP;mac80211;mac802154;mali_kbase_mt6878_r44;mediatek_drm;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dvfsrc;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_wrapper;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_mbox;mtk_mmdvfs_ftrace;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vmm_isp71_regulator;mtu3;powerhal_cpu_ctrl;scheduler;snd_soc_audiodsp_common;task_turbo;thermal_trace;timer_mediatek;tipc;touch_boost;trace_mmstat;ufs_mediatek_mod;uload_ind;usb_logger;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,0x062e5727,0x062e5727,MATCH
trace_handle_return,0x7381287f,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;blocktag;bt_drv_6878;cfg80211;cpufreq_sugov_ext;cpuqos_v3;ged;ieee802154;imgsensor;l2tp_core;lpm_gov_MHSP;mac80211;mac802154;mali_kbase_mt6878_r44;mediatek_drm;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dvfsrc;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_wrapper;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_mbox;mtk_mmdvfs_ftrace;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vmm_isp71_regulator;mtu3;powerhal_cpu_ctrl;scheduler;snd_soc_audiodsp_common;task_turbo;thermal_trace;timer_mediatek;tipc;touch_boost;trace_mmstat;ufs_mediatek_mod;uload_ind;usb_logger;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,0x7381287f,0x7381287f,MATCH
trace_output_call,0x5013ac7a,KERNEL_OR_BUILTIN,,0,ieee802154;mali_kbase_mt6878_r44;tipc,3,3,0,1,0,0,1,1,1,1,0x5013ac7a,0x5013ac7a,MATCH
trace_print_array_seq,0xc3bc72ad,KERNEL_OR_BUILTIN,,0,cfg80211;mali_kbase_mt6878_r44;mtk_cam_isp7sp,3,3,0,1,0,0,1,1,1,1,0xc3bc72ad,0xc3bc72ad,MATCH
trace_print_flags_seq,0x99078b39,KERNEL_OR_BUILTIN,,0,mali_kbase_mt6878_r44;mtk_cam_isp7sp,2,2,0,1,0,0,1,1,1,1,0x99078b39,0x99078b39,MATCH
trace_print_symbols_seq,0xcc5c2df4,KERNEL_OR_BUILTIN,,0,l2tp_core;mali_kbase_mt6878_r44;thermal_trace;tipc;xhci_mtk_hcd_v2,5,5,0,1,0,0,1,1,1,1,0xcc5c2df4,0xcc5c2df4,MATCH
trace_raw_output_prep,0xf3c8d647,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;blocktag;bt_drv_6878;cfg80211;cpufreq_sugov_ext;cpuqos_v3;ged;ieee802154;imgsensor;l2tp_core;lpm_gov_MHSP;mac80211;mac802154;mali_kbase_mt6878_r44;mediatek_drm;mmqos_common;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dvfsrc;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_wrapper;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_mbox;mtk_mmdvfs_ftrace;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vmm_isp71_regulator;mtu3;powerhal_cpu_ctrl;scheduler;snd_soc_audiodsp_common;task_turbo;thermal_trace;timer_mediatek;tipc;touch_boost;trace_mmstat;ufs_mediatek_mod;uload_ind;usb_logger;xhci_mtk_hcd_v2,54,54,0,1,0,0,1,1,1,1,0xf3c8d647,0xf3c8d647,MATCH
trace_seq_printf,0x525d0aa3,KERNEL_OR_BUILTIN,,0,trace_mmstat,1,1,0,1,0,0,1,1,1,1,0x525d0aa3,0x525d0aa3,MATCH
trace_seq_putc,0x1b5f4377,KERNEL_OR_BUILTIN,,0,trace_mmstat,1,1,0,1,0,0,1,1,1,1,0x1b5f4377,0x1b5f4377,MATCH
trace_set_clr_event,0xd217e9e6,KERNEL_OR_BUILTIN,,0,ged,1,1,0,1,0,0,0,0,1,1,0xd217e9e6,0xd217e9e6,MATCH
tracepoint_probe_register,0x95e102ab,KERNEL_OR_BUILTIN,,0,aee_aed;apusys;blocktag;bootprof;cpufreq_sugov_ext;cpuqos_v3;iommu_debug;lpm_gov_MHSP;met;mtk_cm_mgr;mtk_core_ctl;mtk_fpsgo;mtk_mbraink;mtk_mmc_dbg;mtk_pbm;mtk_perf_common;pidmap;scheduler;task_turbo;ufs_mediatek_dbg;ufs_mediatek_mod;usb_boost;usb_logger;usb_offload;xhci_mtk_hcd_v2,25,25,0,1,0,0,1,1,1,1,0x95e102ab,0x95e102ab,MATCH
tracepoint_probe_register_prio,0x9b70c6ff,KERNEL_OR_BUILTIN,,0,lpm_gov_MHSP,1,1,0,1,0,0,0,0,1,1,0x9b70c6ff,0x9b70c6ff,MATCH
tracepoint_probe_unregister,0xdbeeece6,KERNEL_OR_BUILTIN,,0,aee_aed;apusys;blocktag;bootprof;cpuqos_v3;lpm_gov_MHSP;met;mtk_cm_mgr;mtk_core_ctl;mtk_fpsgo;mtk_mbraink;mtk_mmc_dbg;mtk_pbm;mtk_perf_common;pidmap;scheduler;ufs_mediatek_dbg;ufs_mediatek_mod;xhci_mtk_hcd_v2,19,19,0,1,0,0,1,1,1,1,0xdbeeece6,0xdbeeece6,MATCH
tracepoint_srcu,0xc8063a7e,KERNEL_OR_BUILTIN,,0,mtk_core_ctl;ufs_mediatek_dbg,2,2,0,1,0,0,1,1,1,1,0xc8063a7e,0xc8063a7e,MATCH
tracing_off,0x7944e0fc,KERNEL_OR_BUILTIN,,0,ccci_md_all,1,1,0,1,0,0,1,1,1,1,0x7944e0fc,0x7944e0fc,MATCH
try_module_get,0xda2e6300,KERNEL_OR_BUILTIN,,0,bluetooth;can;mali_kbase_mt6878_r44;met;mtk_hcp;nfc;ppp_generic;pppox;rfcomm;tkcore;usbserial,11,12,0,1,0,0,1,1,1,1,0xda2e6300,0xda2e6300,MATCH
try_wait_for_completion,0x21ef374c,KERNEL_OR_BUILTIN,,0,mtk_cam_isp7sp;mtk_tinysys_ipi,2,2,0,1,0,0,1,1,1,1,0x21ef374c,0x21ef374c,MATCH
tty_driver_flush_buffer,0xfdef445d,KERNEL_OR_BUILTIN,,0,hci_uart,1,1,0,1,0,0,1,1,1,1,0xfdef445d,0xfdef445d,MATCH
tty_driver_kref_put,0x08bed42f,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x08bed42f,0x08bed42f,MATCH
tty_encode_baud_rate,0x0b36a876,KERNEL_OR_BUILTIN,,0,ftdi_sio,1,1,0,1,0,0,0,0,1,1,0x0b36a876,0x0b36a876,MATCH
tty_flip_buffer_push,0xea734050,KERNEL_OR_BUILTIN,,0,8250_mtk;cdc_acm;ftdi_sio;rfcomm;usbserial,5,5,0,1,0,0,1,1,1,1,0xea734050,0xea734050,MATCH
tty_get_char_size,0xf72a65ea,KERNEL_OR_BUILTIN,,0,cdc_acm,1,1,0,1,0,0,0,0,1,1,0xf72a65ea,0xf72a65ea,MATCH
tty_hangup,0xc0c2117c,KERNEL_OR_BUILTIN,,0,usbserial,1,1,0,1,0,0,0,0,1,1,0xc0c2117c,0xc0c2117c,MATCH
tty_insert_flip_string_fixed_flag,0x53d475f7,KERNEL_OR_BUILTIN,,0,8250_mtk;cdc_acm;ftdi_sio;rfcomm;usbserial,5,5,0,1,0,0,1,1,1,1,0x53d475f7,0x53d475f7,MATCH
tty_kref_put,0x8c44482c,KERNEL_OR_BUILTIN,,0,cdc_acm;ftdi_sio;rfcomm;usbserial,4,4,0,1,0,0,0,0,1,1,0x8c44482c,0x8c44482c,MATCH
tty_ldisc_deref,0x17bebe24,KERNEL_OR_BUILTIN,,0,usbserial,1,1,0,1,0,0,0,0,1,1,0x17bebe24,0x17bebe24,MATCH
tty_ldisc_flush,0x4196ef00,KERNEL_OR_BUILTIN,,0,hci_uart,1,1,0,1,0,0,1,1,1,1,0x4196ef00,0x4196ef00,MATCH
tty_ldisc_ref,0x3b4b7aaa,KERNEL_OR_BUILTIN,,0,usbserial,1,1,0,1,0,0,0,0,1,1,0x3b4b7aaa,0x3b4b7aaa,MATCH
tty_mode_ioctl,0x1f4a18aa,KERNEL_OR_BUILTIN,,0,slcan,1,1,0,1,0,0,0,0,1,1,0x1f4a18aa,0x1f4a18aa,MATCH
tty_port_close,0xba7460e7,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0xba7460e7,0xba7460e7,MATCH
tty_port_destroy,0x6132a5be,KERNEL_OR_BUILTIN,,0,usbserial,1,1,0,1,0,0,0,0,1,1,0x6132a5be,0x6132a5be,MATCH
tty_port_hangup,0x55daf509,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x55daf509,0x55daf509,MATCH
tty_port_init,0x6440e9cb,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x6440e9cb,0x6440e9cb,MATCH
tty_port_install,0x05b941b3,KERNEL_OR_BUILTIN,,0,rfcomm,1,1,0,1,0,0,0,0,1,1,0x05b941b3,0x05b941b3,MATCH
tty_port_open,0x4fca46d4,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x4fca46d4,0x4fca46d4,MATCH
tty_port_put,0x533d0e0c,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm,2,2,0,1,0,0,0,0,1,1,0x533d0e0c,0x533d0e0c,MATCH
tty_port_register_device,0xa10677fe,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0xa10677fe,0xa10677fe,MATCH
tty_port_tty_get,0xeb94855c,KERNEL_OR_BUILTIN,,0,cdc_acm;ftdi_sio;rfcomm;usbserial,4,4,0,1,0,0,0,0,1,1,0xeb94855c,0xeb94855c,MATCH
tty_port_tty_hangup,0x1ad11bb0,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm,2,2,0,1,0,0,0,0,1,1,0x1ad11bb0,0x1ad11bb0,MATCH
tty_port_tty_wakeup,0x5e27ac00,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x5e27ac00,0x5e27ac00,MATCH
tty_register_driver,0x0299ecd8,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x0299ecd8,0x0299ecd8,MATCH
tty_register_ldisc,0xbe522d42,KERNEL_OR_BUILTIN,,0,hci_uart;slcan,2,2,0,1,0,0,1,1,1,1,0xbe522d42,0xbe522d42,MATCH
tty_set_termios,0x87c1dc46,KERNEL_OR_BUILTIN,,0,hci_uart,1,1,0,1,0,0,1,1,1,1,0x87c1dc46,0x87c1dc46,MATCH
tty_standard_install,0xa9960e4a,KERNEL_OR_BUILTIN,,0,cdc_acm;usbserial,2,2,0,1,0,0,0,0,1,1,0xa9960e4a,0xa9960e4a,MATCH
tty_std_termios,0x67b27ec1,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x67b27ec1,0x67b27ec1,MATCH
tty_termios_baud_rate,0x0bd394d8,KERNEL_OR_BUILTIN,,0,8250_mtk;cdc_acm;ftdi_sio;rfcomm;usbserial,5,5,0,1,0,0,1,1,1,1,0x0bd394d8,0x0bd394d8,MATCH
tty_termios_copy_hw,0xe816048f,KERNEL_OR_BUILTIN,,0,usbserial,1,1,0,1,0,0,0,0,1,1,0xe816048f,0xe816048f,MATCH
tty_termios_encode_baud_rate,0x5641485b,KERNEL_OR_BUILTIN,,0,8250_mtk;hci_uart,2,2,0,1,0,0,1,1,1,1,0x5641485b,0x5641485b,MATCH
tty_unregister_device,0xc1752ef0,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0xc1752ef0,0xc1752ef0,MATCH
tty_unregister_driver,0x9c47392c,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x9c47392c,0x9c47392c,MATCH
tty_unregister_ldisc,0x79a3a968,KERNEL_OR_BUILTIN,,0,hci_uart;slcan,2,2,0,1,0,0,1,1,1,1,0x79a3a968,0x79a3a968,MATCH
tty_unthrottle,0x8f2b0c63,KERNEL_OR_BUILTIN,,0,hci_uart,1,1,0,1,0,0,0,0,1,1,0x8f2b0c63,0x8f2b0c63,MATCH
tty_vhangup,0x31c8c9b8,KERNEL_OR_BUILTIN,,0,cdc_acm;rfcomm;usbserial,3,3,0,1,0,0,0,0,1,1,0x31c8c9b8,0x31c8c9b8,MATCH
tty_wakeup,0x73ae1a0c,KERNEL_OR_BUILTIN,,0,rfcomm,1,1,0,1,0,0,0,0,1,1,0x73ae1a0c,0x73ae1a0c,MATCH
typec_get_drvdata,0xf97fc2d7,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,0,0,1,1,0xf97fc2d7,0xf97fc2d7,MATCH
typec_mux_get_drvdata,0x15e08f8a,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0x15e08f8a,0x15e08f8a,MATCH
typec_mux_put,0xfc8df340,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,0,0,1,1,0xfc8df340,0xfc8df340,MATCH
typec_mux_register,0xb59ec8f6,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0xb59ec8f6,0xb59ec8f6,MATCH
typec_mux_set,0x6b3d9465,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x6b3d9465,0x6b3d9465,MATCH
typec_mux_unregister,0x56d4f794,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0x56d4f794,0x56d4f794,MATCH
typec_partner_set_identity,0x273e101f,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x273e101f,0x273e101f,MATCH
typec_partner_set_pd_revision,0x3d4ba090,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,0,0,1,1,0x3d4ba090,0x3d4ba090,MATCH
typec_partner_set_svdm_version,0xb9d5c074,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,0,0,1,1,0xb9d5c074,0xb9d5c074,MATCH
typec_register_partner,0xb6bd1071,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0xb6bd1071,0xb6bd1071,MATCH
typec_register_port,0xc278a2d2,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0xc278a2d2,0xc278a2d2,MATCH
typec_set_data_role,0x9c7b0769,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x9c7b0769,0x9c7b0769,MATCH
typec_set_orientation,0x7d728b62,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x7d728b62,0x7d728b62,MATCH
typec_set_pwr_opmode,0xff8dc427,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0xff8dc427,0xff8dc427,MATCH
typec_set_pwr_role,0x2ceb5865,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x2ceb5865,0x2ceb5865,MATCH
typec_set_vconn_role,0x6d0ae7ae,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x6d0ae7ae,0x6d0ae7ae,MATCH
typec_switch_get_drvdata,0x34867dd9,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0x34867dd9,0x34867dd9,MATCH
typec_switch_register,0x9929df97,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0x9929df97,0x9929df97,MATCH
typec_switch_unregister,0x3c4b6a63,KERNEL_OR_BUILTIN,,0,mux_switch,1,1,0,1,0,0,1,1,1,1,0x3c4b6a63,0x3c4b6a63,MATCH
typec_unregister_partner,0xed5bd3c5,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0xed5bd3c5,0xed5bd3c5,MATCH
typec_unregister_port,0x2be254c6,KERNEL_OR_BUILTIN,,0,rt_pd_manager,1,1,0,1,0,0,1,1,1,1,0x2be254c6,0x2be254c6,MATCH
uart_get_baud_rate,0x82472299,KERNEL_OR_BUILTIN,,0,8250_mtk,1,1,0,1,0,0,1,1,1,1,0x82472299,0x82472299,MATCH
uart_get_divisor,0xa9d1a146,KERNEL_OR_BUILTIN,,0,8250_mtk,1,1,0,1,0,0,1,1,1,1,0xa9d1a146,0xa9d1a146,MATCH
uart_update_timeout,0xcea67f4d,KERNEL_OR_BUILTIN,,0,8250_mtk,1,1,0,1,0,0,1,1,1,1,0xcea67f4d,0xcea67f4d,MATCH
uclamp_eff_value,0xb35eaea1,KERNEL_OR_BUILTIN,,0,mtk_fpsgo;scheduler,2,2,0,1,0,0,1,1,1,1,0xb35eaea1,0xb35eaea1,MATCH
udp6_set_csum,0x2b6945b5,KERNEL_OR_BUILTIN,,0,l2tp_core,1,1,0,1,0,0,0,0,1,1,0x2b6945b5,0x2b6945b5,MATCH
udp_set_csum,0xa61148a7,KERNEL_OR_BUILTIN,,0,l2tp_core,1,1,0,1,0,0,0,0,1,1,0xa61148a7,0xa61148a7,MATCH
udp_sock_create4,0x37d2c34f,KERNEL_OR_BUILTIN,,0,l2tp_core;tipc,2,2,0,1,0,0,0,0,1,1,0x37d2c34f,0x37d2c34f,MATCH
udp_sock_create6,0xec652a9e,KERNEL_OR_BUILTIN,,0,l2tp_core;tipc,2,2,0,1,0,0,0,0,1,1,0xec652a9e,0xec652a9e,MATCH
udp_tunnel6_xmit_skb,0x5106a9d0,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0x5106a9d0,0x5106a9d0,MATCH
udp_tunnel_sock_release,0x8d386e7d,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0x8d386e7d,0x8d386e7d,MATCH
udp_tunnel_xmit_skb,0xb583abe2,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0xb583abe2,0xb583abe2,MATCH
ufshcd_config_pwr_mode,0x7fea5f06,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0x7fea5f06,0x7fea5f06,MATCH
ufshcd_delay_us,0x723b1abf,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x723b1abf,0x723b1abf,MATCH
ufshcd_dme_configure_adapt,0x4770f9b9,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x4770f9b9,0x4770f9b9,MATCH
ufshcd_dme_get_attr,0x8928b337,KERNEL_OR_BUILTIN,,0,ufs_mediatek_dbg;ufs_mediatek_mod,2,2,0,1,0,0,1,1,1,1,0x8928b337,0x8928b337,MATCH
ufshcd_dme_set_attr,0x708a8a04,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x708a8a04,0x708a8a04,MATCH
ufshcd_dump_regs,0xb77e84b1,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0xb77e84b1,0xb77e84b1,MATCH
ufshcd_fixup_dev_quirks,0xd8bf8388,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0xd8bf8388,0xd8bf8388,MATCH
ufshcd_get_pwr_dev_param,0x7a0460ff,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x7a0460ff,0x7a0460ff,MATCH
ufshcd_hba_enable,0x8ee7b6fa,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x8ee7b6fa,0x8ee7b6fa,MATCH
ufshcd_hba_stop,0xcc8acc00,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0xcc8acc00,0xcc8acc00,MATCH
ufshcd_hold,0xbde7219d,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0xbde7219d,0xbde7219d,MATCH
ufshcd_init_pwr_dev_param,0x54c946de,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x54c946de,0x54c946de,MATCH
ufshcd_link_recovery,0x89f8ef66,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x89f8ef66,0x89f8ef66,MATCH
ufshcd_make_hba_operational,0x1168ff72,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x1168ff72,0x1168ff72,MATCH
ufshcd_mcq_config_mac,0xd1787215,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0xd1787215,0xd1787215,MATCH
ufshcd_mcq_make_queues_operational,0x1d22bd73,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0x1d22bd73,0x1d22bd73,MATCH
ufshcd_mcq_poll_cqe_lock,0x373bfb09,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0x373bfb09,0x373bfb09,MATCH
ufshcd_mcq_read_cqis,0xeafc7b98,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0xeafc7b98,0xeafc7b98,MATCH
ufshcd_mcq_write_cqis,0x35c6b5e8,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0x35c6b5e8,0x35c6b5e8,MATCH
ufshcd_pltfrm_init,0xa4f65af3,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0xa4f65af3,0xa4f65af3,MATCH
ufshcd_query_attr,0x9165ddde,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x9165ddde,0x9165ddde,MATCH
ufshcd_query_descriptor_retry,0x4483b314,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x4483b314,0x4483b314,MATCH
ufshcd_query_flag,0x5d5b119c,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x5d5b119c,0x5d5b119c,MATCH
ufshcd_read_desc_param,0x99742b4a,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x99742b4a,0x99742b4a,MATCH
ufshcd_release,0xc4600916,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0xc4600916,0xc4600916,MATCH
ufshcd_remove,0x653ec2e0,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x653ec2e0,0x653ec2e0,MATCH
ufshcd_resume_complete,0x015f1ff6,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x015f1ff6,0x015f1ff6,MATCH
ufshcd_runtime_resume,0x0cc8115a,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x0cc8115a,0x0cc8115a,MATCH
ufshcd_runtime_suspend,0x32f7c29d,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,1,1,1,1,0x32f7c29d,0x32f7c29d,MATCH
