sha256,module_name,filename,locations,crc,symbol,stock_provider_sha256,stock_provider_modules,stock_provider_locations,nothing_source_exporters,provider_state
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x8e267b3b,v4l2_ctrl_new_std,,,,tuner@kernel:drivers/media/v4l2-core,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xd2c7eba4,media_entity_pads_init,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x64ab86bc,v4l2_async_register_subdev,,,,tuner@kernel:drivers/media/v4l2-core;v4l2-async@kernel:drivers/media/v4l2-core,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x1348649e,alt_cb_patch_nops,,,,arm64-reloc-test@kernel:arch/arm64/kernel;efi-entry.stub@kernel:arch/arm64/kernel;entry-ftrace@kernel:arch/arm64/kernel;hibernate-asm@kernel:arch/arm64/kernel;kuser32@kernel:arch/arm64/kernel;relocate_kernel@kernel:arch/arm64/kernel;sigreturn32@kernel:arch/arm64/kernel;sleep@kernel:arch/arm64/kernel;vdso32-wrap@kernel:arch/arm64/kernel,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x4b0a3f52,gic_nonsecure_priorities,,,,irq-gic-v3@kernel:drivers/irqchip,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x2be0c009,__arch_copy_from_user,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xc3055d20,usleep_range_state,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xdcb764ad,memset,,,,arcksyms@kernel:arch/arc/kernel;armksyms@kernel:arch/arm/kernel;bootconfig-data@kernel:lib;crash_save_regs@kernel:arch/riscv/kernel;debug@kernel:arch/arm/kernel;entry-arcv2@kernel:arch/arc/kernel;entry-compact@kernel:arch/arc/kernel;entry-ftrace@kernel:arch/arm/kernel;fiqasm@kernel:arch/arm/kernel;fpu@kernel:arch/riscv/kernel;hexagon_ksyms@kernel:arch/hexagon/kernel;hyp-stub@kernel:arch/arm/kernel;kexec_relocate@kernel:arch/riscv/kernel;mcount-dyn@kernel:arch/riscv/kernel;mcount@kernel:arch/csky/abiv2;mcount@kernel:arch/riscv/kernel;mcount@kernel:arch/xtensa/kernel;mxhead@kernel:arch/xtensa/kernel;perf_asm@kernel:arch/parisc/kernel;phys2virt@kernel:arch/arm/kernel;relocate_kernel@kernel:arch/arm/kernel;relocate_kernel@kernel:arch/parisc/kernel;relocate_kernel@kernel:arch/sh/kernel;sh_ksyms_32@kernel:arch/sh/kernel;sleep@kernel:arch/arm/kernel;smccc-call@kernel:arch/arm/kernel;suspend_entry@kernel:arch/riscv/kernel;xtensa_ksyms@kernel:arch/xtensa/kernel,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x79e4c52b,cpu_hwcaps,,,,arm64-reloc-test@kernel:arch/arm64/kernel;efi-entry.stub@kernel:arch/arm64/kernel;entry-ftrace@kernel:arch/arm64/kernel;hibernate-asm@kernel:arch/arm64/kernel;kuser32@kernel:arch/arm64/kernel;relocate_kernel@kernel:arch/arm64/kernel;sigreturn32@kernel:arch/arm64/kernel;sleep@kernel:arch/arm64/kernel;vdso32-wrap@kernel:arch/arm64/kernel,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xb16b9653,i2c_smbus_write_byte_data,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x3e83308c,i2c_smbus_read_byte_data,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xeae3dfd6,__const_udelay,,,,crc32@kernel:arch/arm64/lib;kasan_sw_tags@kernel:arch/arm64/lib;mte@kernel:arch/arm64/lib;relocate_kernel@kernel:arch/sh/kernel;sh_ksyms_32@kernel:arch/sh/kernel,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xe8decd2e,regulator_enable,,,,core@kernel:drivers/regulator,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x92ee9662,pinctrl_select_state,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x8b37c47c,regulator_disable,,,,core@kernel:drivers/regulator,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0x51f60267,i2c_transfer_buffer_flags,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xc2c193d2,__stack_chk_fail,,,,,NO_STOCK_MODULE_PROVIDER
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm,main_vcm.ko,vendor_dlkm,0xea759d7f,module_layout,,,,version@kernel:kernel/module,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xbb0c86a5,blocking_notifier_chain_register,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x963aa2a9,blocking_notifier_chain_unregister,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x894c433a,__platform_driver_register,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xe1b15563,platform_driver_unregister,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xd50f026e,devm_kmalloc,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xb1bf4b3e,of_device_get_match_data,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x100b434b,dev_get_regmap,,,,regmap@kernel:drivers/base/regmap,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xc473e973,of_find_node_by_name,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x94a3f9c7,of_property_read_variable_u32_array,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x3cfa4a11,of_property_count_elems_of_size,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xb1d8e449,regmap_update_bits_base,,,,regmap@kernel:drivers/base/regmap,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x7436d39e,_dev_notice,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xa571f6b0,__mutex_init,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x0fa61621,platform_get_irq_byname_optional,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x0570ef04,devm_request_threaded_irq,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xc2c193d2,__stack_chk_fail,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xd5977bfb,mutex_lock,,,,rtmutex_api@kernel:kernel/locking,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xed55cabd,mutex_unlock,,,,rtmutex_api@kernel:kernel/locking,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x8317ad7c,blocking_notifier_call_chain,,,,,NO_STOCK_MODULE_PROVIDER
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0x2971bc8d,regmap_write,,,,regmap@kernel:drivers/base/regmap,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify,pmic_lvsys_notify.ko,vendor_boot_platform,0xea759d7f,module_layout,,,,version@kernel:kernel/module,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xb1d8e449,regmap_update_bits_base,,,,regmap@kernel:drivers/base/regmap,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xc3055d20,usleep_range_state,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0x894c433a,__platform_driver_register,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xe1b15563,platform_driver_unregister,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xd50f026e,devm_kmalloc,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0x100b434b,dev_get_regmap,,,,regmap@kernel:drivers/base/regmap,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xef3cb484,_dev_info,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xa571f6b0,__mutex_init,,,,,NO_STOCK_MODULE_PROVIDER
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685_audclk,mt6685-audclk.ko,vendor_boot_platform,0xea759d7f,module_layout,,,,version@kernel:kernel/module,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x94a3f9c7,of_property_read_variable_u32_array,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xeff1b03c,mtk_vdec_trace_enable,09570f1d7a46ddcc339cf09648373d0455e093c92f4d94d1286d744cfc27680e,mtk_vcodec_common,vendor_dlkm,mtk-vcodec-dec-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-dec-v2@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v2@device_modules:drivers/media/platform/mtk-vcodec,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x2e03c4c3,vcodec_trace,09570f1d7a46ddcc339cf09648373d0455e093c92f4d94d1286d744cfc27680e,mtk_vcodec_common,vendor_dlkm,mtk-vcodec-dec-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-dec-v2@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v2@device_modules:drivers/media/platform/mtk-vcodec,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x92997ed8,_printk,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x2d3b704e,dev_pm_opp_of_add_table,,,,of@kernel:drivers/opp,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x8bd4129a,devm_regulator_get_optional,,,,devres@kernel:drivers/regulator,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xa25d3c67,devm_clk_get,,,,clk-devres@kernel:drivers/clk,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x738e5f33,dev_pm_opp_get_opp_count,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xa04c730f,dev_pm_opp_find_freq_ceil,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x628882fb,dev_pm_opp_put,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x313401e5,mtk_v4l2_dbg_level,09570f1d7a46ddcc339cf09648373d0455e093c92f4d94d1286d744cfc27680e,mtk_vcodec_common,vendor_dlkm,mtk-vcodec-dec-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-dec-v2@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v2@device_modules:drivers/media/platform/mtk-vcodec,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x3cfa4a11,of_property_count_elems_of_size,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x40a9b349,vzalloc,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xceae3dfa,of_property_read_u32_index,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xc2c193d2,__stack_chk_fail,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x999e8297,vfree,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xf876718e,of_property_read_string_helper,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x850ba952,of_mtk_icc_get,6a8607ee93fabd244bfe269c5c9c3c94915a6db9b5e9e4f8d7419860b46adae6,mtk_icc_core,vendor_boot_platform,mtk-icc-core@device_modules:drivers/misc/mediatek/mtk-interconnect,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x617211ff,dev_pm_opp_get_voltage,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x76d9b876,clk_set_rate,,,,clk@kernel:arch/m68k/coldfire;clk@kernel:drivers/clk;entry@kernel:arch/m68k/coldfire,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xee5baf2d,regulator_set_voltage,,,,core@kernel:drivers/regulator,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xe3810ce2,mtk_vcodec_is_state,09570f1d7a46ddcc339cf09648373d0455e093c92f4d94d1286d744cfc27680e,mtk_vcodec_common,vendor_dlkm,mtk-vcodec-dec-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-dec-v2@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v1@device_modules:drivers/media/platform/mtk-vcodec;mtk-vcodec-enc-v2@device_modules:drivers/media/platform/mtk-vcodec,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x6fd26304,mtk_icc_set_bw,6a8607ee93fabd244bfe269c5c9c3c94915a6db9b5e9e4f8d7419860b46adae6,mtk_icc_core,vendor_boot_platform,mtk-icc-core@device_modules:drivers/misc/mediatek/mtk-interconnect,STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xe1537255,__list_del_entry_valid,,,,bootconfig-data@kernel:lib;list_debug@kernel:lib,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x15ba50a6,jiffies,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x37befc70,jiffies_to_msecs,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0xc4f0da12,ktime_get_with_offset,,,,,NO_STOCK_MODULE_PROVIDER
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk_vcodec_dec_v1,mtk-vcodec-dec-v1.ko,vendor_dlkm,0x68f31cbd,__list_add_valid,,,,bootconfig-data@kernel:lib;list_debug@kernel:lib,NO_STOCK_MODULE_PROVIDER__NOTHING_SOURCE_EXPORT_EXISTS
