sha256	module_name	filename	locations	crc	symbol
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x088b197f	device_wakeup_enable
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x0570ef04	devm_request_threaded_irq
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x1348649e	alt_cb_patch_nops
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0xfe487975	init_wait_entry
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x8c26d495	prepare_to_wait_event
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x01000e51	schedule
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x92540fbf	finish_wait
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0xed962ff1	regmap_bulk_read
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x6272e817	regmap_bulk_write
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0xcfc18bfc	iio_read_channel_processed
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0xf9a482f9	msleep
30abac643ebc7428a5ff350741d22b0f4bdcf65a5a071f55ec7ba78d862ca750	tcpc_mt6375	tcpc_mt6375.ko	vendor_boot_platform	0x30745b36	tcpc_get_dev_data
