symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list
RingBuf_getDataCount,0xfc41cedb,STOCK_MODULE,snd_soc_audiodsp_common,1,mtk_soc_offload_common,1,1,0,0,0,0,0,0,0,0
RingBuf_getFreeSpace,0xfddb6c8d,STOCK_MODULE,snd_soc_audiodsp_common,1,mtk_soc_offload_common,1,1,0,0,0,0,0,0,0,0
RingBuf_update_writeptr,0x1f13c252,STOCK_MODULE,snd_soc_audiodsp_common,1,mtk_soc_offload_common,1,1,0,0,0,0,0,0,0,0
TEEC_CloseSession,0xcb193c37,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_FinalizeContext,0x7b3bc43f,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_InitializeContext,0x89b94f9a,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_InvokeCommand,0x202b681e,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_OpenSession,0xe821e2a3,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_RegisterSharedMemory,0xa7bb0a46,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
TEEC_ReleaseSharedMemory,0xc4d15e1c,STOCK_MODULE,tkcore,1,tmem_ffa,1,1,0,0,0,0,0,0,0,0
UARTHUB_assert_state_ctrl,0x19383ede,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_bypass_mode_ctrl,0xd052e99a,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_close,0x964a0a78,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_config_external_baud_rate,0xdaf110bb,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_config_internal_baud_rate,0x47ae886e,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_debug_dump_tx_rx_count,0xe0a2ae03,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_clear_rx_request,0x237c97de,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_clear_tx_request,0xa75f0a0b,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_clear_txrx_request,0xd358d67a,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_is_uarthub_ready,0x335a6bfa,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_set_rx_request,0xf8c23624,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_set_tx_request,0x7ce1abf1,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dev0_set_txrx_request,0x9cda978d,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dump_debug_info,0x95ee018e,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_dump_debug_info_with_tag,0x17351324,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_get_host_set_fw_own_status,0x15e361da,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_get_host_wakeup_status,0xf876842c,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_get_uart_cmm_rx_count,0x8c068ca1,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_irq_register_cb,0x32394bdc,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_is_assert_state,0xb4fb20eb,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_is_bypass_mode,0xdeb7012b,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_md_adsp_fifo_ctrl,0x6c636d5c,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_open,0x110098f6,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_reset_flow_control,0x35c4f1ce,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
UARTHUB_sw_reset,0xe2b1b6a2,STOCK_MODULE,uarthub_drv,1,8250_mtk,1,1,0,0,0,0,0,0,0,0
__cfg80211_alloc_event_skb,0x8e689896,STOCK_MODULE,cfg80211,1,wlan_drv_gen4m_6878,1,1,0,0,0,0,0,0,0,0
__cfg80211_alloc_reply_skb,0xe132fa57,STOCK_MODULE,cfg80211,1,wlan_drv_gen4m_6878,1,1,0,0,0,0,0,0,0,0
__cfg80211_radar_event,0xd6dc92c1,STOCK_MODULE,cfg80211,1,mac80211,1,1,0,0,0,0,0,0,0,0
__cfg80211_send_event_skb,0xf70f52da,STOCK_MODULE,cfg80211,1,wlan_drv_gen4m_6878,1,1,0,0,0,0,0,0,0,0
__cpu_pause_mask,0x81a6d354,STOCK_MODULE,scheduler,1,mtk_core_ctl,1,1,0,0,0,0,0,0,0,0
__hci_cmd_send,0x33702bd1,STOCK_MODULE,bluetooth,1,btqca,1,1,0,0,0,0,0,0,0,0
__hci_cmd_sync,0xb54a31a9,STOCK_MODULE,bluetooth,1,btbcm;btqca;hci_uart,3,3,0,0,0,0,0,0,0,0
__hci_cmd_sync_ev,0xda29db0c,STOCK_MODULE,bluetooth,1,btqca,1,1,0,0,0,0,0,0,0,0
__tee_get,0xa4df7b8a,STOCK_MODULE,tkcore,1,tkcore_drv,1,1,0,0,0,0,0,0,0,0
__traceiter_SPM__resource_req_0,0xcbc42e90,STOCK_MODULE,mtk_lpm,1,mtk_lpm_dbg_common_v2,1,1,0,0,0,0,0,0,0,0
__traceiter_md_mutt_limit,0x3db381ad,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__traceiter_md_scg_off,0x77c70485,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__traceiter_md_tx_pwr_limit,0xd894c586,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__traceiter_mtk_pm_qos_update_request,0x90965b4c,STOCK_MODULE,mtk_dvfsrc,1,mtk_dvfsrc_regulator;mtk_emi,2,2,0,0,0,0,0,0,0,0
__tracepoint_SPM__resource_req_0,0xc4de8053,STOCK_MODULE,mtk_lpm,1,mtk_lpm_dbg_common_v2,1,1,0,0,0,0,0,0,0,0
__tracepoint_md_mutt_limit,0x1f99bde1,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__tracepoint_md_scg_off,0x7ed8583b,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__tracepoint_md_tx_pwr_limit,0xc09777c0,STOCK_MODULE,thermal_trace,1,md_cooling_all,1,1,0,0,0,0,0,0,0,0
__tracepoint_mtk_pm_qos_update_request,0x5b02c129,STOCK_MODULE,mtk_dvfsrc,1,mtk_dvfsrc_regulator;mtk_emi,2,2,0,0,0,0,0,0,0,0
__tracepoint_mtu3_gadget_ep_disable,0x3d4d3e40,STOCK_MODULE,mtu3,1,usb_boost,1,1,0,0,0,0,0,0,0,0
__tracepoint_mtu3_gadget_ep_enable,0xf4cc943f,STOCK_MODULE,mtu3,1,usb_boost,1,1,0,0,0,0,0,0,0,0
__tracepoint_mtu3_gadget_queue,0xda58430f,STOCK_MODULE,mtu3,1,usb_boost;usb_logger,2,2,0,0,0,0,0,0,0,0
__tracepoint_mtu3_req_complete,0x1eaa6b11,STOCK_MODULE,mtu3,1,usb_logger,1,1,0,0,0,0,0,0,0,0
__tracepoint_xhci_urb_enqueue_,0x123af5b0,STOCK_MODULE,xhci_mtk_hcd_v2,1,usb_logger,1,1,0,0,0,0,0,0,0,0
__tracepoint_xhci_urb_giveback_,0x095b184c,STOCK_MODULE,xhci_mtk_hcd_v2,1,usb_boost;usb_logger,2,2,0,0,0,0,0,0,0,0
_gate_ic_backlight_set,0x9c866d1d,STOCK_MODULE,rt4831a_drv,1,leds_mtk_disp,1,1,0,0,0,0,0,0,0,0
_map_user_pages,0x6e8b0474,STOCK_MODULE,gz_tz_system,1,gz_main_mod,1,1,0,0,0,0,0,0,0,0
adapter_dev_authentication,0x419787b9,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_dev_enable_wdt,0xfe199718,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_dev_exit_mode,0xf1b258cf,STOCK_MODULE,adapter_class,1,mtk_pep40,1,1,0,0,0,0,0,0,0,0
adapter_dev_get_cap,0xdf9a0438,STOCK_MODULE,adapter_class,1,mtk_pd_charging;mtk_pep40,2,2,0,0,0,0,0,0,0,0
adapter_dev_get_output,0xc6dd72b4,STOCK_MODULE,adapter_class,1,mtk_pep40;mtk_pep50,2,2,0,0,0,0,0,0,0,0
adapter_dev_get_property,0xadf1a147,STOCK_MODULE,adapter_class,1,mtk_charger_framework,1,1,0,0,0,0,0,0,0,0
adapter_dev_get_status,0xd308735e,STOCK_MODULE,adapter_class,1,mtk_pep40;mtk_pep50,2,2,0,0,0,0,0,0,0,0
adapter_dev_is_cc,0x865ed66a,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_dev_send_hardreset,0x27391bc0,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_dev_set_cap,0xc885b9b8,STOCK_MODULE,adapter_class,1,mtk_pd_charging;mtk_pep40;mtk_pep50,3,3,0,0,0,0,0,0,0,0
adapter_dev_set_wdt,0x4bd2e899,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_dev_sync_volt,0x64634971,STOCK_MODULE,adapter_class,1,mtk_pep50,1,1,0,0,0,0,0,0,0,0
adapter_device_register,0x0a0ea76c,STOCK_MODULE,adapter_class,1,mtk_pd_adapter,1,1,0,0,0,0,0,0,0,0
adapter_device_unregister,0xf6cff1b8,STOCK_MODULE,adapter_class,1,mtk_pd_adapter,1,1,0,0,0,0,0,0,0,0
adpf_register_callback,0x794e39e9,STOCK_MODULE,powerhal_cpu_ctrl,1,mtk_fpsgo;scheduler,2,2,0,0,0,0,0,0,0,0
adsp_deregister_feature,0xbaea5c8b,STOCK_MODULE,adsp,1,audio_ipi;snd_soc_audiodsp_common;snd_soc_mtk_common,3,3,0,0,0,0,0,0,0,0
adsp_get_reserve_mem_phys,0x48d32280,STOCK_MODULE,adsp,1,audio_ipi;snd_soc_audiodsp_common;usb_offload,3,3,0,0,0,0,0,0,0,0
adsp_get_reserve_mem_size,0x83a58a62,STOCK_MODULE,adsp,1,audio_ipi;mtk_scp_audiocommon;snd_soc_audiodsp_common;usb_offload,4,4,0,0,0,0,0,0,0,0
adsp_get_reserve_mem_virt,0x59aec388,STOCK_MODULE,adsp,1,audio_ipi;mtk_scp_audiocommon;snd_soc_audiodsp_common;usb_offload,4,4,0,0,0,0,0,0,0,0
adsp_ipi_registration,0x9bb959a8,STOCK_MODULE,adsp,1,audio_ipi,1,1,0,0,0,0,0,0,0,0
adsp_mem_device_probe,0x0cd0392d,STOCK_MODULE,adsp,1,mtk_scp_audiocommon,1,1,0,0,0,0,0,0,0,0
adsp_register_feature,0xc2283c34,STOCK_MODULE,adsp,1,audio_ipi;snd_soc_audiodsp_common;snd_soc_mtk_common,3,3,0,0,0,0,0,0,0,0
adsp_register_notify,0x8fdef678,STOCK_MODULE,adsp,1,audio_ipi;snd_soc_audiodsp_common;snd_soc_mtk_common;usb_offload,4,4,0,0,0,0,0,0,0,0
adsp_send_message,0x0bb113b6,STOCK_MODULE,adsp,1,audio_ipi,1,1,0,0,0,0,0,0,0,0
adsp_send_vp_irq,0xaf86099f,STOCK_MODULE,adsp,1,snd_soc_audiodsp_common,1,1,0,0,0,0,0,0,0,0
adsp_task_get_latency_support,0x01f2df8c,STOCK_MODULE,snd_soc_audiodsp_common,1,mtk_soc_offload_common,1,1,0,0,0,0,0,0,0,0
adsp_threaded_irq_registration,0x13f601eb,STOCK_MODULE,adsp,1,snd_soc_audiodsp_common,1,1,0,0,0,0,0,0,0,0
aed_common_exception_api,0x97680f44,STOCK_MODULE,aee_aed,1,adsp;conninfra;scp;vcp,4,4,0,0,0,0,0,0,0,0
aed_md_exception_api,0x6961e6ba,STOCK_MODULE,aee_aed,1,ccci_md_all;ccci_util_lib,2,2,0,0,0,0,0,0,0,0
aee_get_mode,0xa2aed337,STOCK_MODULE,aee_aed,1,adsp;aee_rs;scp,3,3,0,0,0,0,0,0,0,0
aee_is_printk_too_much,0x29c37d82,STOCK_MODULE,aee_aed,1,clk_common;iommu_debug;mdp_drv_mt6878;mediatek_drm;mmprofile;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_mml;ufs_mediatek_dbg,10,10,0,0,0,0,0,0,0,0
aee_kernel_exception_api_func,0x45b60059,STOCK_MODULE,aee_aed,1,adsp;apu_top;apusys;bus_parity;cache_parity;conninfra;device_apc_common;emi_mpu;imgsensor;last_bus;mali_kbase_mt6878_r44;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_imgsys_cmdq;mtk_smi;mtk_ssc;smpu;snd_soc_audiodsp_common;snd_soc_mt6878_afe;snd_soc_mtk_common,20,20,0,0,0,0,0,0,0,0
aee_kernel_fatal_api_func,0xd2db42b8,STOCK_MODULE,aee_aed,1,mediatek_drm,1,1,0,0,0,0,0,0,0,0
aee_kernel_warning_api_func,0xdb976d85,STOCK_MODULE,aee_aed,1,apusys;clk_common;fhctl;iommu_debug;mdp_drv_mt6878;mediatek_drm;mmprofile;mt6375_battery;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_dvfsrc_helper;mtk_mminfra_debug;mtk_mml;mtk_pmic_oc_debug;rtc_mt6685;spmi_mtk_pmif;ufs_mediatek_dbg;wlan_drv_gen4m_6878,19,19,0,0,0,0,0,0,0,0
aee_log_buf_addr_get,0x2dbfad07,STOCK_MODULE,mrdump,1,log_store,1,1,0,0,0,0,0,0,0,0
aee_rr_curr_gpu_dvfs_status,0x35806b02,STOCK_MODULE,mrdump,1,mali_kbase_mt6878_r44,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_check,0x2ae9361a,STOCK_MODULE,mrdump,1,aee_hangdet,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_gpu_dvfs_oppidx,0x871376ec,STOCK_MODULE,mrdump,1,mtk_gpufreq_mt6878,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_gpu_dvfs_power_count,0xdb39008d,STOCK_MODULE,mrdump,1,mtk_gpufreq_mt6878,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_gpu_dvfs_status,0xbc5ce545,STOCK_MODULE,mrdump,1,mali_kbase_mt6878_r44,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_gpu_dvfs_vgpu,0x214dd646,STOCK_MODULE,mrdump,1,mtk_gpufreq_mt6878,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_hang_detect_timeout_count,0xbe8c4b26,STOCK_MODULE,mrdump,1,monitor_hang,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_kick,0xfdfa56a8,STOCK_MODULE,mrdump,1,aee_hangdet,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_wdk_ktime,0x47fc61bb,STOCK_MODULE,mrdump,1,aee_hangdet,1,1,0,0,0,0,0,0,0,0
aee_rr_rec_wdk_systimer_cnt,0x1042fbe5,STOCK_MODULE,mrdump,1,aee_hangdet,1,1,0,0,0,0,0,0,0,0
aee_sram_fiq_log,0x17fa4179,STOCK_MODULE,mrdump,1,aee_hangdet,1,1,0,0,0,0,0,0,0,0
aee_sram_printk,0xc9dddfcd,STOCK_MODULE,mrdump,1,bus_parity;cache_parity;dbg_error_flag,3,3,0,0,0,0,0,0,0,0
afe_pcm_ipi_to_dsp,0xd47940be,STOCK_MODULE,snd_soc_audiodsp_common,1,snd_soc_mtk_common,1,1,0,0,0,0,0,0,0,0
after_md_sleep_status,0x632e9e90,STOCK_MODULE,mtk_lpm_dbg_common_v2,1,mtk_lpm_plat_v1,1,1,0,0,0,0,0,0,0,0
alloc_can_err_skb,0x6b6e2d02,STOCK_MODULE,can_dev,1,slcan,1,1,0,0,0,0,0,0,0,0
alloc_can_skb,0x2913955d,STOCK_MODULE,can_dev,1,slcan,1,1,0,0,0,0,0,0,0,0
alloc_candev_mqs,0x18246485,STOCK_MODULE,can_dev,1,slcan,1,1,0,0,0,0,0,0,0,0
alloc_inst_rawbulk,0xa3fde4a6,STOCK_MODULE,c2k_usb,1,c2k_usb_f_via_atc;c2k_usb_f_via_ets;c2k_usb_f_via_modem,3,3,0,0,0,0,0,0,0,0
ao_secure_dbg_switch_by_atf,0xcda97337,STOCK_MODULE,iommu_secure,1,mtk_iommu,1,1,0,0,0,0,0,0,0,0
apu_device_power_off,0x6f854dc3,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_device_power_on,0x7a1e534b,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_device_power_suspend,0x39c756a2,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_device_set_opp,0xa9e6aa24,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_get_power_on_status,0xd02e6b7e,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_callback_device_register,0x6cb39818,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_callback_device_unregister,0x4d9b7ec4,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_device_register,0x871c8dce,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_device_unregister,0x3e9a945d,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_drv_exit,0x09d24f53,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_power_drv_init,0x79690a63,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apu_qos_set_vcore,0xefd576f6,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apupw_get_tag,0x6193a516,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apusys_boost_value_to_opp,0xf96f8cfd,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
apusys_power_check,0x239bc957,STOCK_MODULE,apu_top,1,apusys,1,1,0,0,0,0,0,0,0,0
arc4_crypt,0xcd47fcc4,STOCK_MODULE,libarc4,1,mac80211;ppp_mppe,2,2,0,0,0,0,0,0,0,0
arc4_setkey,0x2bb32ad1,STOCK_MODULE,libarc4,1,mac80211;ppp_mppe,2,2,0,0,0,0,0,0,0,0
audio_recv_ipi_buf_from_dsp,0xa8d0aa80,STOCK_MODULE,audio_ipi,1,mtk_sp_spk_amp,1,1,0,0,0,0,0,0,0,0
audio_send_ipi_buf_to_dsp,0xd04d732f,STOCK_MODULE,audio_ipi,1,mtk_sp_spk_amp,1,1,0,0,0,0,0,0,0,0
audio_send_ipi_msg,0x4862e694,STOCK_MODULE,audio_ipi,1,snd_soc_audiodsp_common;snd_soc_mtk_common;usb_offload,3,3,0,0,0,0,0,0,0,0
audio_set_dsp_afe,0x42e0c9eb,STOCK_MODULE,snd_soc_audiodsp_common,1,snd_soc_mt6878_afe,1,1,0,0,0,0,0,0,0,0
audio_task_register_callback,0x8fca6f04,STOCK_MODULE,audio_ipi,1,mtk_soc_offload_common;snd_soc_audiodsp_common,2,2,0,0,0,0,0,0,0,0
aw883xx_i2c_probe,0x713728fc,STOCK_MODULE,aw883xx_driver,1,mtk_sp_spk_amp,1,1,0,0,0,0,0,0,0,0
aw883xx_i2c_remove,0xb3e48038,STOCK_MODULE,aw883xx_driver,1,mtk_sp_spk_amp,1,1,0,0,0,0,0,0,0,0
baswap,0x7b5ce5c3,STOCK_MODULE,bluetooth,1,btbcm;btqca;hci_uart,3,3,0,0,0,0,0,0,0,0
before_md_sleep_status,0x256c3603,STOCK_MODULE,mtk_lpm_dbg_common_v2,1,mtk_lpm_plat_v1,1,1,0,0,0,0,0,0,0,0
boost_get_cmd_fp,0x68c9a56f,STOCK_MODULE,mtk_ioctl_powerhal,1,powerhal_cpu_ctrl,1,1,0,0,0,0,0,0,0,0
bootprof_log_boot,0xafc9bb32,STOCK_MODULE,bootprof,1,usb_meta,1,1,0,0,0,0,0,0,0,0
bridge_tunnel_header,0x1879fcbd,STOCK_MODULE,cfg80211,1,mac80211,1,1,0,0,0,0,0,0,0,0
bt_accept_dequeue,0xa0c2214c,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_accept_enqueue,0xd1448dc5,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_accept_unlink,0xec5c7e14,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_debugfs,0xbb89b7e0,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_err,0x7b8c32f1,STOCK_MODULE,bluetooth,1,btbcm;btqca;hci_uart;hidp;rfcomm,5,5,0,0,0,0,0,0,0,0
bt_info,0x0718b8b7,STOCK_MODULE,bluetooth,1,btbcm;btqca;hci_uart;hidp;rfcomm,5,5,0,0,0,0,0,0,0,0
bt_procfs_cleanup,0x17602ecb,STOCK_MODULE,bluetooth,1,hidp;rfcomm,2,2,0,0,0,0,0,0,0,0
bt_procfs_init,0xe1369968,STOCK_MODULE,bluetooth,1,hidp;rfcomm,2,2,0,0,0,0,0,0,0,0
bt_sock_alloc,0x7a1193d3,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_sock_ioctl,0x66286463,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_sock_link,0x3db15e11,STOCK_MODULE,bluetooth,1,hidp;rfcomm,2,2,0,0,0,0,0,0,0,0
bt_sock_poll,0xeb896aef,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_sock_reclassify_lock,0x76a49bad,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
bt_sock_register,0x5ba40f91,STOCK_MODULE,bluetooth,1,hidp;rfcomm,2,2,0,0,0,0,0,0,0,0
bt_sock_stream_recvmsg,0x25c780fa,STOCK_MODULE,bluetooth,1,rfcomm,1,1,0,0,0,0,0,0,0,0
