module_name,normalized_name,classifications,status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,target_examples,source_examples
6lowpan,6lowpan,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
8021q,8021q,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
8250_mtk,8250_mtk,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/tty/serial/8250/Makefile:7:obj-$(CONFIG_DEVICE_MODULES_SERIAL_8250_MT6577)	+= 8250_mtk.o,device_modules/drivers/tty/serial/8250/8250_mtk.c
adapter_class,adapter_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,device_modules/drivers/power/supply/adapter_class.c
adsp,adsp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/adsp/Makefile:14:obj-${CONFIG_MTK_AUDIODSP_SUPPORT} += adsp.o,
aee_aed,aee_aed,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/aee/aed/Makefile:18:obj-$(CONFIG_MTK_AEE_AED)	+= aee_aed.o,
aee_hangdet,aee_hangdet,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/aee/hangdet/Makefile:21:obj-$(CONFIG_MTK_AEE_HANGDET)	+= aee_hangdet.o,
aee_rs,aee_rs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/aee/aed/Makefile:25:obj-$(CONFIG_MTK_AEE_FEATURE)	+= aee_rs.o,device_modules/drivers/misc/mediatek/aee/aed/aee_rs.c
apu_top,apu_top,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/apusys/power/Makefile:99:obj-$(CONFIG_MTK_APUSYS_SUPPORT) += apu_top.o,
apusys,apusys,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/apusys/Makefile:26:obj-$(CONFIG_MTK_APUSYS_SUPPORT) += apusys.o,
aqc111,aqc111,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
arm_dsu_pmu,arm_dsu_pmu,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
asix,asix,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
atf_logger,atf_logger,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/atf/Makefile:6:obj-$(CONFIG_MTK_ATF_LOGGER) := atf_logger.o,
audio_ipi,audio_ipi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/audio_ipi/Makefile:30:obj-$(CONFIG_MTK_AUDIO_IPI) += audio_ipi.o,device_modules/drivers/misc/mediatek/audio_ipi/common/audio_ipi.c
aw36515,aw36515,NEEDS_ULEFONE_PORT,UNRESOLVED,0,0,0,0,,
aw36518,aw36518,NEEDS_ULEFONE_PORT,UNRESOLVED,0,0,0,0,,
aw36518_v2,aw36518_v2,NEEDS_ULEFONE_PORT,UNRESOLVED,0,0,0,0,,
aw883xx_driver,aw883xx_driver,NEEDS_ULEFONE_PORT,UNRESOLVED,0,0,0,0,,
ax88179_178a,ax88179_178a,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
backlight_cooling,backlight_cooling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:20:obj-$(CONFIG_MTK_BACKLIGHT_THERMAL) += backlight_cooling.o,device_modules/drivers/thermal/mediatek/backlight_cooling.c
blocktag,blocktag,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/blocktag/Makefile:24:obj-$(CONFIG_MTK_BLOCK_IO_TRACER)	+= blocktag.o,
bluetooth,bluetooth,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
board_temp,board_temp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:28:obj-$(CONFIG_MTK_BOARD_THERMAL)	+= board_temp.o,device_modules/drivers/thermal/mediatek/board_temp.c
bootprof,bootprof,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/mtprof/Makefile:14:obj-$(CONFIG_MTPROF) = bootprof.o,device_modules/drivers/misc/mediatek/mtprof/bootprof.c
bsd_comp,bsd_comp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
bt_drv_6878,bt_drv_6878,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
btbcm,btbcm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
btqca,btqca,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
btsdio,btsdio,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
bus_parity,bus_parity,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:8:obj-$(CONFIG_MTK_BUS_PARITY_CHECK) += bus-parity.o,device_modules/drivers/misc/mediatek/sda/bus-parity.c
c2k_usb,c2k_usb,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/c2k_usb/Makefile:22:obj-$(CONFIG_MTK_ECCCI_C2K_USB) := c2k_usb.o,
c2k_usb_f_via_atc,c2k_usb_f_via_atc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/c2k_usb/Makefile:31:obj-$(CONFIG_MTK_ECCCI_C2K_USB)	+= c2k_usb_f_via_atc.o,
c2k_usb_f_via_ets,c2k_usb_f_via_ets,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/c2k_usb/Makefile:29:obj-$(CONFIG_MTK_ECCCI_C2K_USB)	+= c2k_usb_f_via_ets.o,
c2k_usb_f_via_modem,c2k_usb_f_via_modem,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/c2k_usb/Makefile:27:obj-$(CONFIG_MTK_ECCCI_C2K_USB)	+= c2k_usb_f_via_modem.o,
c2ps_perf_ioctl,c2ps_perf_ioctl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,kernel_modules/mtkcam/sched/c2ps_ioctl/Kbuild:1:obj-$(CONFIG_MTK_C2PS) += c2ps_perf_ioctl.o,kernel_modules/mtkcam/sched/c2ps_ioctl/c2ps_perf_ioctl.c
cache_parity,cache_parity,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:5:obj-$(CONFIG_MTK_CACHE_PARITY_CHECK) += cache-parity.o,device_modules/drivers/misc/mediatek/sda/cache-parity.c
camera_af_media,camera_af_media,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/media/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += camera_af_media.o,
camera_dpe_isp7sp,camera_dpe_isp7sp,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
camera_eeprom_v4l2,camera_eeprom_v4l2,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,kernel_modules/mtkcam/cam_cal/src_v4l2/custom/Kbuild:20:obj-m += camera_eeprom_v4l2.o,
can,can,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
can_bcm,can_bcm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
can_dev,can_dev,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
can_gw,can_gw,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
can_raw,can_raw,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
ccci_auxadc,ccci_auxadc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/eccci/Makefile:42:obj-$(CCCI_OBJ) += ccci_auxadc.o,device_modules/drivers/misc/mediatek/eccci/ccci_auxadc.c
ccci_ccif,ccci_ccif,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/eccci/hif/Makefile:27:obj-$(CONFIG_MTK_ECCCI_DRIVER) += ccci_ccif.o,
ccci_dpmaif,ccci_dpmaif,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/eccci/hif/Makefile:39:obj-$(CONFIG_MTK_ECCCI_DRIVER) += ccci_dpmaif.o,
ccci_fsm_scp,ccci_fsm_scp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/eccci/fsm/Makefile:29:obj-$(CONFIG_MTK_ECCCI_DRIVER) += ccci_fsm_scp.o,
ccci_md_all,ccci_md_all,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/eccci/Makefile:45:obj-$(CCCI_OBJ) += ccci_md_all.o,
ccci_util_lib,ccci_util_lib,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/ccci_util/Makefile:42:obj-$(CCCI_OBJ) += ccci_util_lib.o,
ccd_rpmsg,ccd_rpmsg,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
ccmni,ccmni,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/ccmni/Makefile:31:obj-$(CCCI_CCMNI_OBJ) += ccmni.o,device_modules/drivers/misc/mediatek/ccmni/ccmni.c
cdc_acm,cdc_acm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
cdc_eem,cdc_eem,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
cdc_ether,cdc_ether,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
cdc_ncm,cdc_ncm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
cfg80211,cfg80211,LIKELY_PLATFORM_MATCH,NOTHING_SOURCE_BASENAME,0,7,0,0,,device_modules/drivers/staging/wlan-ng/cfg80211.c || device_modules/drivers/net/wireless/quantenna/qtnfmac/cfg80211.c || device_modules/drivers/net/wireless/microchip/wilc1000/cfg80211.c || device_modules/drivers/net/wireless/marvell/mwifiex/cfg80211.c || device_modules/drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c
charger_class,charger_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,device_modules/drivers/power/supply/charger_class.c
charger_cooling,charger_cooling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:19:obj-$(CONFIG_MTK_CHARGER_THERMAL) += charger_cooling.o,device_modules/drivers/thermal/mediatek/charger_cooling.c
clk_bringup,clk_bringup,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,8,1,1,0,device_modules/drivers/clk/mediatek/Makefile:34:obj-$(CONFIG_COMMON_CLK_MT6878) += clk-mt6878.o clk-bringup.o || device_modules/drivers/clk/mediatek/Makefile:47:obj-$(CONFIG_COMMON_CLK_MT6897) += clk-mt6897.o clk-bringup.o || device_modules/drivers/clk/mediatek/Makefile:60:obj-$(CONFIG_COMMON_CLK_MT6886) += clk-mt6886.o clk-bringup.o || device_modules/drivers/clk/mediatek/Makefile:73:obj-$(CONFIG_COMMON_CLK_MT6983) += clk-mt6983.o clk-bringup.o || device_modules/drivers/clk/mediatek/Makefile:85:obj-$(CONFIG_COMMON_CLK_MT6985) += clk-mt6985.o clk-bringup.o,device_modules/drivers/clk/mediatek/clk-bringup.c
clk_chk_mt6878,clk_chk_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,1,0,device_modules/drivers/clk/mediatek/Makefile:173:obj-$(CONFIG_COMMON_CLK_MT6878) += clk-chk-mt6878.o,
clk_common,clk_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/clk/mediatek/Makefile:5:obj-$(CONFIG_DEVICE_MODULES_COMMON_CLK_MEDIATEK) += clk-common.o,
clk_dbg_mt6878,clk_dbg_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,1,0,device_modules/drivers/clk/mediatek/Makefile:179:obj-$(CONFIG_COMMON_CLK_MT6878) += clk-dbg-mt6878.o,
clk_disable_unused,clk_disable_unused,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/clk/mediatek/Makefile:7:obj-$(CONFIG_DEVICE_MODULES_COMMON_CLK_MEDIATEK) += clk-disable-unused.o,device_modules/drivers/clk/mediatek/clk-disable-unused.c
clk_fmeter_mt6878,clk_fmeter_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:175:obj-$(CONFIG_COMMON_CLK_MT6878) += clk-fmeter-mt6878.o,device_modules/drivers/clk/mediatek/clk-fmeter-mt6878.c
clk_mt6878,clk_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:34:obj-$(CONFIG_COMMON_CLK_MT6878) += clk-mt6878.o clk-bringup.o,device_modules/drivers/clk/mediatek/clk-mt6878.c
clk_mt6878_adsp,clk_mt6878_adsp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:35:obj-$(CONFIG_COMMON_CLK_MT6878_ADSP) += clk-mt6878-adsp.o,device_modules/drivers/clk/mediatek/clk-mt6878-adsp.c
clk_mt6878_bus,clk_mt6878_bus,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:41:obj-$(CONFIG_COMMON_CLK_MT6878_BUS) += clk-mt6878-bus.o,device_modules/drivers/clk/mediatek/clk-mt6878-bus.c
clk_mt6878_cam,clk_mt6878_cam,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:36:obj-$(CONFIG_COMMON_CLK_MT6878_CAM) += clk-mt6878-cam.o,device_modules/drivers/clk/mediatek/clk-mt6878-cam.c
clk_mt6878_ccu,clk_mt6878_ccu,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:37:obj-$(CONFIG_COMMON_CLK_MT6878_CCU) += clk-mt6878-ccu.o,device_modules/drivers/clk/mediatek/clk-mt6878-ccu.c
clk_mt6878_img,clk_mt6878_img,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:38:obj-$(CONFIG_COMMON_CLK_MT6878_IMG) += clk-mt6878-img.o,device_modules/drivers/clk/mediatek/clk-mt6878-img.c
clk_mt6878_mdpsys,clk_mt6878_mdpsys,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:42:obj-$(CONFIG_COMMON_CLK_MT6878_MDPSYS) += clk-mt6878-mdpsys.o,device_modules/drivers/clk/mediatek/clk-mt6878-mdpsys.c
clk_mt6878_mmsys,clk_mt6878_mmsys,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:39:obj-$(CONFIG_COMMON_CLK_MT6878_MMSYS) += clk-mt6878-mmsys.o,device_modules/drivers/clk/mediatek/clk-mt6878-mmsys.c
clk_mt6878_peri,clk_mt6878_peri,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:40:obj-$(CONFIG_COMMON_CLK_MT6878_PERI) += clk-mt6878-peri.o,device_modules/drivers/clk/mediatek/clk-mt6878-peri.c
clk_mt6878_vcodec,clk_mt6878_vcodec,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:44:obj-$(CONFIG_COMMON_CLK_MT6878_VCODEC) += clk-mt6878-vcodec.o,device_modules/drivers/clk/mediatek/clk-mt6878-vcodec.c
clk_mt6878_vlp,clk_mt6878_vlp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/clk/mediatek/Makefile:43:obj-$(CONFIG_COMMON_CLK_MT6878_VLP) += clk-mt6878-vlp.o,device_modules/drivers/clk/mediatek/clk-mt6878-vlp.c
clkbuf,clkbuf,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/clkbuf/Makefile:16:obj-$(CONFIG_MTK_CLKBUF_CTRL) += clkbuf.o,
cmdq_helper_inf,cmdq_helper_inf,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/mdp/Makefile:58:obj-$(CONFIG_MTK_MDP) += cmdq_helper_inf.o,device_modules/drivers/misc/mediatek/mdp/cmdq_helper_inf.c
cmdq_platform_mt6878,cmdq_platform_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/misc/mediatek/cmdq/mailbox/Makefile:82:obj-$(CONFIG_MTK_CMDQ_MBOX_EXT) += cmdq-platform-mt6878.o,device_modules/drivers/misc/mediatek/cmdq/mailbox/cmdq-platform-mt6878.c
cmdq_sec_drv,cmdq_sec_drv,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/cmdq/mailbox/Makefile:32:obj-$(CONFIG_MTK_CMDQ_MBOX_EXT) += cmdq-sec-drv.o,
cmdq_test,cmdq_test,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,2,0,0,device_modules/drivers/misc/mediatek/cmdq/mailbox/Makefile:43:obj-$(CONFIG_MTK_CMDQ_MBOX_EXT) += cmdq-test.o,device_modules/drivers/misc/mediatek/mdp/cmdq_test.c || device_modules/drivers/misc/mediatek/cmdq/mailbox/cmdq-test.c
connadp,connadp,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
connfem,connfem,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
conninfra,conninfra,DIRECT_SOURCE_MATCH,NOTHING_SOURCE_BASENAME,0,1,0,0,,kernel_modules/connectivity/conninfra/conn_drv/connv2/src/conninfra.c
connscp,connscp,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
cpudvfs,cpudvfs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/cpufreq_lite/Makefile:7:obj-$(CONFIG_MEDIATEK_CPUFREQ_DEBUG_LITE) += cpudvfs.o,
cpufreq_sugov_ext,cpufreq_sugov_ext,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/sched/Makefile:20:obj-$(CONFIG_MTK_CPUFREQ_SUGOV_EXT) += cpufreq_sugov_ext.o,
cpuqos_v3,cpuqos_v3,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/cache-auditor/cpuqos_v3/Makefile:12:obj-$(CONFIG_MTK_CPUQOS_V3) += cpuqos_v3.o,
cqhci,cqhci,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/mmc/host/Makefile:17:obj-$(CONFIG_DEVICE_MODULES_MMC_CQHCI)			+= cqhci.o,
dbg_error_flag,dbg_error_flag,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:10:obj-$(CONFIG_MTK_BUS_PARITY_CHECK) += dbg_error_flag.o,device_modules/drivers/misc/mediatek/sda/dbg_error_flag.c
dbgtop_drm,dbgtop_drm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:6:obj-$(CONFIG_MTK_DBGTOP) += dbgtop-drm.o,device_modules/drivers/misc/mediatek/sda/dbgtop-drm.c
device_apc_common,device_apc_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/soc/mediatek/devapc/Makefile:7:obj-$(CONFIG_DEVAPC_ARCH_MULTI) += device-apc-common.o,
device_apc_mt6878,device_apc_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,1,0,device_modules/drivers/soc/mediatek/devapc/Makefile:21:obj-$(CONFIG_DEVAPC_MT6878) += device-apc-mt6878.o,
diag,diag,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
drm_display_helper,drm_display_helper,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
drm_dma_helper,drm_dma_helper,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
dw9781c,dw9781c,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/ois/dw9781c/Makefile:7:obj-$(CONFIG_MTK_V4L2_LENS) += dw9781c.o,device_modules/drivers/misc/mediatek/lens/ois/dw9781c/dw9781c.c
emi,emi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/memory/mediatek/Makefile:4:obj-$(CONFIG_MTK_EMI) += emi.o,
emi_fake_eng,emi_fake_eng,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/memory/mediatek/Makefile:7:obj-$(CONFIG_MTK_EMI) += emi-fake-eng.o,device_modules/drivers/memory/mediatek/emi-fake-eng.c
emi_mpu,emi_mpu,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/memory/mediatek/Makefile:6:obj-$(CONFIG_MTK_EMI) += emi-mpu.o,device_modules/drivers/memory/mediatek/emi-mpu.c
extcon_mtk_usb,extcon_mtk_usb,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/extcon/Makefile:6:obj-$(CONFIG_EXTCON_MTK_USB) += extcon-mtk-usb.o,device_modules/drivers/misc/mediatek/extcon/extcon-mtk-usb.c
extdev_io_class,extdev_io_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/subpmic/Makefile:2:obj-$(CONFIG_MTK_SUBPMIC_MISC)		+= extdev_io_class.o,device_modules/drivers/misc/mediatek/subpmic/extdev_io_class.c
ffa_v10,ffa_v10,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/trusted_mem/Makefile:52:obj-m += ffa_v10.o,
fhctl,fhctl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/clk/mediatek/Makefile:146:obj-$(CONFIG_COMMON_CLK_MTK_FREQ_HOPPING) += fhctl.o,
flashlight,flashlight,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/flashlight/Makefile:8:obj-$(CONFIG_MTK_FLASHLIGHT)             += flashlight.o,
fmradio_drv_connac2x,fmradio_drv_connac2x,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
focaltech_touch_spi_ft3680,focaltech_touch_spi_ft3680,NEEDS_ULEFONE_PORT,UNRESOLVED,0,0,0,0,,
fpsgo,fpsgo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,kernel_modules/fpsgo_cus/Kbuild:47:obj-m += fpsgo.o,
frs,frs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/performance/frs/Makefile:21:obj-$(CONFIG_MTK_FRS) += frs.o,device_modules/drivers/misc/mediatek/performance/frs/frs.c
ftdi_sio,ftdi_sio,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
ged,ged,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/gpu/mediatek/ged/Makefile:115:obj-$(CONFIG_MTK_GPU_SUPPORT) += ged.o,device_modules/drivers/gpu/mediatek/ged/src/ged.c
gps_drv_dl_v051,gps_drv_dl_v051,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
gps_pwr,gps_pwr,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
gps_scp,gps_scp,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
gpueb,gpueb,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/gpu/mediatek/gpueb/Makefile:19:obj-m += gpueb.o,
gz_ipc_mod,gz_ipc_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:21:obj-$(CONFIG_MTK_GZ_VIRTIO_IPC) += gz_ipc_mod.o,
gz_irq_mod,gz_irq_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:15:obj-$(CONFIG_MTK_GZ_IRQ) += gz_irq_mod.o,
gz_log_mod,gz_log_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:24:obj-$(CONFIG_MTK_GZ_LOG) += gz_log_mod.o,
